	GH1	GH10	GH100	GH101	GH102	GH103	GH104	GH105	GH106	GH108	GH109	GH11	GH110	GH111	GH112	GH113	GH114	GH115	GH116	GH117	GH120	GH121	GH123	GH125	GH13	GH15	GH16	GH17	GH18	GH19	GH2	GH20	GH22	GH23	GH24	GH25	GH26	GH27	GH28	GH29	GH3	GH30	GH31	GH32	GH33	GH35	GH36	GH37	GH38	GH39	GH4	GH42	GH43	GH44	GH46	GH47	GH48	GH5	GH50	GH51	GH52	GH53	GH55	GH56	GH57	GH58	GH59	GH6	GH61	GH62	GH63	GH64	GH65	GH66	GH67	GH68	GH7	GH70	GH72	GH73	GH74	GH76	GH77	GH78	GH79	GH8	GH81	GH84	GH85	GH87	GH88	GH89	GH9	GH91	GH92	GH93	GH94	GH95	GH97	GH98	GH99	PL1	PL10	PL11	PL12	PL13	PL14	PL15	PL17	PL21	PL22	PL5	PL7	PL8	PL9	Number
715BH_MBS548_C_POST	0.682402441	0.23447495	0	0.00022524	0.006156563	0.005255602	0.00030032	1.067713182	1.281541123	0	0.393494465	0	0.376226057	0.00022524	0.386436942	0.022674171	0	4.181132087	0	0	0.00030032	0.00015016	0.40483155	0.822802107	5.170536792	0.023500051	0.362786731	7.51E-05	0.826180709	0.002552721	14.81051301	4.064157392	0	2.267266907	0.330877716	0.561748824	0.207896618	0.360234009	1.905756536	1.72241109	7.41850813	1.921823664	3.197358384	2.164707578	0.451456252	0.775426605	3.166275249	0.009385004	0.548009178	0.00015016	0.474655983	0.314735508	5.687763156	0	0	0	0	0.550862219	0.391617464	1.623005123	0	0.001801921	0	0	0.362561491	0	0	0	0	0	0.144904468	0	0.059838788	0.428857162	0.158118554	0.00022524	0	0.003378602	0.00022524	0.885869337	7.51E-05	1.367808083	1.415033426	2.473136363	0	0.004204482	0	0.157442834	0.00022524	0.00022524	1.178531314	1.108331481	0	0.293638018	7.614166702	0.073953835	0.374499216	2.122737839	3.095775096	0	0.048576783	0.961474932	0.204067536	0.366991213	0.365039132	0.158043474	0	0.888947618	0	0.00030032	0.00030032	0	0	1.352116356	0.112544973	68
808ZJ_MBS076_C_POST	1.177182438	0.055540253	0	0.284022921	0.032511368	0.032059821	0.003612374	0.517021056	0.450192133	0	0.189649645	0.000451547	0.144043421	0.022125792	0.824975955	0.163911479	0	0.81729966	0	0	0.530115912	0.363043606	0.158944464	0.354915764	24.90912621	0.095727916	0.377041556	0.006321655	0.824975955	0	12.41618163	1.828312886	0	3.226301696	0.135464032	1.100419487	0.086245434	0.15397745	0.837167718	0.924767792	8.11565016	1.207436072	3.547802999	2.857839529	0.215387811	0.232546588	3.494972027	0.037929929	1.18395564	0.010385576	0.663773757	0.720217104	5.805988413	0	0	0.008127842	0	0.531019006	0.174297055	1.636857054	0	0.016707231	0	0	0.272282704	0	0	0	0	0	0.216290904	0	0.331886879	0.078569139	0.021222698	0.019416511	0	0.117402161	0.016255684	0.871033726	0	0.417229219	3.166697522	1.316258845	0	0.191004285	0.006773202	0.195068206	0.072247484	0	0.50799012	0.323759037	0.194165113	0.875549194	2.176455448	0.007676295	0.203196048	1.012819413	1.186664921	0	0.013094856	0.280862093	0.051024785	0.270024971	0.400521988	0.06998975	0	0.376590009	0	0.134560938	0.000451547	0.001806187	0	0.552241704	0.044703131	84
392XO_MBS547_C_POST	0.100303495	0.001615193	0	0.013406103	0.024066378	0.023258781	0.000646077	1.186359371	1.284240076	0	1.07814143	0	0.219827788	0.000646077	0.012760026	0.003230386	0	1.252743809	0	0	0.004845579	0.021643588	1.053752013	0.687426206	3.485586824	0.092389048	0.416235275	0	1.418785665	0.039572232	19.00581631	5.123392681	0	1.277456265	0.067030516	0.130669126	0.085120679	0.801620362	1.956483466	2.738236952	4.744791406	0.838285246	3.093579446	1.348363244	0.479227808	1.377759759	1.659934003	0.036018807	0.852821985	0	0.080598138	0.197376603	5.435771037	0	0	0.000646077	0	0.128084817	0.064607726	1.796256305	0	0.136483821	0	0	0.722314378	0.038280078	0	0	0	0	0.251001016	0	0.044417812	0.332406751	0.029558035	0	0	0.000807597	0.000807597	0.760271417	0	1.479355409	0.801620362	2.290020852	0	0.023420301	0	0.536567165	0	0	0.812119117	1.227223758	0	0.000484558	11.16954521	0.000161519	0.000646077	2.119779494	4.392840818	0	0.163780586	1.237884032	0.214982209	0.465660186	0.738950867	0.178317324	0	0.500871397	0	0.024873975	0.002584309	0	0	1.378567356	0.367133404	70
135EA_MBS090_C_POST	2.085568494	0.062802564	0	0.445225323	0.332330237	0.204482159	0.013457692	0.618680025	0.217192202	0	0.21233248	0	0.131212501	0.030653633	1.084091886	0.028784509	0	0.17719295	0	0	0.421300536	0.625782696	0.176819125	0.222799574	17.53612082	0.081119979	0.099437394	0	0.543541242	0.081119979	10.66372591	1.382030242	0	5.624567765	0.124483655	1.152875647	1.343900114	1.030261117	0.78540588	0.813816564	10.87119867	1.004093381	3.900114017	3.253023308	0.133829274	0.273639745	4.929253659	0.342049681	1.612306312	0.02728921	1.413431525	1.728565821	5.267191267	0	0.001121474	0	0	1.148015925	0.051587821	2.259023196	0	0.426534083	0.000373825	0	0.122240706	0	0	0	0	0	0.162987608	0	0.428777032	0.036261004	0.049718697	0.017569765	0	0.09682062	0	0.541298293	0.014205342	0.178314424	2.912842751	1.312125007	0	0.628773294	0	0.09682062	0.272518271	0	0.201865386	0.143174894	0.050840171	0.55662511	1.679968599	0.006728846	0.978673296	0.683725538	0.659426927	0	0.013083868	0.12336218	0.041494552	0.120745407	0.051213996	0.019438889	0	0.045606624	0.006355021	0.001121474	0.154015813	0	0	0.134950749	0.026167735	84
392XO_MBS587_C_POST	0.750952857	0.00393169	0	0.57633955	0.172994375	0.116563055	0.027521832	0.956557134	0.605480314	0	1.290056986	0	0.498630847	0.000231276	0.263191978	0.000462552	0	1.252821566	0	0	0.224337626	0.867284636	0.891799882	0.687351983	6.545339328	0.06776384	0.945224615	0.000693828	1.216742525	0.021739935	13.59231609	6.373270056	0	1.784756143	0.326330299	0.264579633	0.200284932	0.725975059	0.914927472	2.811621152	5.472912966	1.117987715	4.206446122	1.408238973	1.000962108	1.477621744	2.57803249	0.28678212	0.494930432	0.000462552	0.315922883	0.486835776	5.097089624	0	0	0.000231276	0	0.430173179	0.27036153	2.120568754	0	0.091816533	0	0	0.76714217	0.053424734	0	0	0	0	0.349920441	0	0.583277827	0.225262729	0.127433022	0.002544035	0	0.014570382	0	0.857571048	0	0.958869893	1.675825192	2.120337478	0	0.069382771	0	0.725281231	0.001850207	0	1.044904529	1.354351687	0.026134177	0.300658674	7.003959443	0	0.004394242	2.07732016	2.605323046	0	0.05249963	0.859652531	0.130670885	0.131133437	0.540723061	0.201210036	0	0.415602798	0	0.308522054	0.000693828	0	0	1.466751776	0.120726021	75
818VB_MBS534_C_POST	0.20746809	0.195204383	0	0.194950651	0.021651786	0.002833339	0.000126866	1.736160301	1.516005618	0.000169155	0.853511712	0	0.267729408	0.000296021	0.291199606	0.056709072	0	2.056665938	0	0.000972639	0.085592217	0.294540409	0.584598222	0.864802781	4.478198301	0.184336201	0.500020933	0.000507464	0.737683115	0.007738822	14.1842457	4.929291272	0	1.214487582	0.092865863	0.468389027	0.034169225	0.460819359	2.716918545	2.255253413	7.274915518	1.261216534	3.430497133	1.433965647	0.506406518	1.041949912	2.379708893	0.020087106	0.621727652	0.000169155	0.059838432	0.617710231	7.118447533	0	0	0.000211443	0	0.448090477	0.479891538	2.229880226	0	0.028883144	0	0	0.436291946	4.23E-05	0.000211443	0	0	0	0.670486459	0	0.367699764	0.344610164	0.196769063	0.000422886	0	0.003044782	0.00093035	0.205649678	0	1.282445434	1.629719783	2.531229107	0	0.001649257	0.000126866	0.343933546	0.09578378	0	0.939357661	1.574025638	0.041104562	0.119592287	7.794981268	0.002241298	0.115955463	2.500781283	3.445678756	0	0.039878192	0.80585241	0.354759439	0.888695865	0.333107653	0.120311194	0	0.35285645	0	0.069903129	0.000169155	0	0	1.197529836	0.08423898	74
715BH_MBS529_A_INITIAL	0.109850742	0.281653343	0	0.001724812	0.003647554	0.004128239	0.000480685	1.897491303	1.371621524	5.66E-05	0.501948614	0	0.063139435	0.000395859	0.26389626	0.007012351	0	2.128220274	0	0	0.102018398	0.00070689	0.429817535	1.115472781	2.452428408	0.020160509	0.344849329	0	0.901794003	0.000819993	15.17238084	4.218777436	0	1.253655683	0.08423304	0.27710097	0.001753088	0.334019771	3.669325799	1.427013443	7.37888779	0.978081596	3.321875114	1.457635927	0.559715683	0.822735399	1.465128964	0.008539234	0.51221266	0.165327487	0.040547224	0.452805605	7.585950076	0	0	2.83E-05	0	1.042238953	0.32887361	2.26798661	0	0.014533663	0	2.83E-05	0.377762138	0.00257308	2.83E-05	0	0	0	0.039161719	0	0.056777423	0.509158894	0.103884588	0.002403427	0	0.036616914	0.000197929	0.174206028	0.004722027	2.053600941	0.87218944	2.816844459	0	0.020952226	5.66E-05	0.147259372	0.007097178	2.83E-05	1.435128542	1.914909078	0.001979293	0.021234982	9.624480118	0.100095656	0.112367271	1.78198544	3.13972364	0	0.068766281	1.104812876	0.222246288	0.940870894	0.903858122	0.195808593	0	1.620418609	5.66E-05	0.032884533	0.002148946	0	0	1.730099697	0.253830143	72
715BH_MBS528_B_CLOSING	1.542402129	0.194284044	0	8.07E-05	0.000242249	0.000322999	0	1.097793673	0.952201765	8.07E-05	0.202197525	0	0.153020891	0	1.956567907	0.007186733	0	2.10014107	0	0	0.00872098	8.07E-05	0.245963923	0.588989117	12.02824951	0.003229992	0.162953117	0.013242969	0.347224185	0	13.04367838	2.933236864	0	2.227241272	0.013485218	0.612810311	0.195737541	0.027131936	1.365317795	2.584559183	9.423987377	0.130087945	5.214742008	3.352166881	0.241926432	0.30256954	6.582886047	0.006136986	0.165537111	0.013242969	0.876781442	1.193239949	4.076250431	0	0	0.002018745	0	0.42151401	0.300389295	2.135913236	0	0.000726748	0	0	0.205185268	0	0	0	0	0	0.008963229	0	0.013808218	0.288115324	0.1063475	0.000242249	0	0.001776496	0.021883199	0.432738234	0	0.863619223	2.50485912	2.314289567	0	0.002099495	0.002099495	0.002503244	0	0	0.807498104	0.771887438	0	0.158431128	4.783376521	0.002260995	1.866451119	1.047567291	1.670148329	0	0.001130497	0.509773553	0.151728894	0.116279727	0.255169401	0.100210515	0	0.932418061	0.000242249	0.001372747	0	0	0	0.891720157	0.000888248	65
818VB_MBS527_A_INITIAL	0.129184008	0.134034275	0	0.011890979	0.01908815	0.00229475	5.22E-05	2.06308477	1.717724859	0.000260767	1.540507557	0	0.580206736	0.000990915	0.077760741	0.008813927	0	1.402822543	0	0.000104307	0.003859353	0.01267328	0.74980964	0.400120996	3.651051934	0.421451742	0.576868918	5.22E-05	0.80785639	0.000625841	16.61107113	6.379197046	0	1.366993147	0.452326564	0.304210867	0.031865736	0.720290807	2.953917243	3.730272971	4.760772288	1.469787527	3.59462194	1.156136892	0.728322433	1.270613637	2.214173212	0.004641654	0.414202418	0.000208614	0.036559544	0.425311095	6.624526708	0	0	0.00015646	0	0.25508235	0.127984479	1.899218742	0	0.0427658	0	0	0.598043204	0.004641654	0	0	0	0	0.903453599	0	0.248250253	0.154061186	0.251014384	0.01267328	0	0.054187398	0	0.42400726	0	0.762691533	1.139969334	2.157586757	0	0.005893336	0	0.748557958	0.004850268	0.00015646	0.816878931	1.358231373	0.046677306	0.112442762	6.964514817	0.009961302	0.143474043	2.543209104	3.745084541	0	0.055178313	0.976259766	0.394592734	0.879097955	0.207831357	0.079377497	0	0.212055783	0	0.050484505	0.00015646	0	0	0.728687507	0.07499661	74
135EA_MBS304_B_CLOSING	0.105512704	0.035617718	0	0	0.054384043	0.02585157	0.000191493	0.302750607	0.180960989	0	0.691673114	0	1.109319587	0.000574479	0.164109595	0.079661134	0	0.198578355	0	0	0.000191493	0	1.880653834	0.723843956	6.521489357	0.6976094	0.45996645	0	0.194748493	0.000574479	15.12125344	5.746133754	0	2.340811778	0.247026112	0.18038651	0.471839023	0.038107129	1.008211225	1.478709796	9.417439661	1.406516894	4.010631697	1.24623716	1.087106386	1.033871301	2.295236417	0.05419255	1.164852589	0.000191493	0.099001938	0.058213905	5.07169502	0	0	0	0	0.106661662	0.05725644	2.487304007	0	0.00612778	0	0	0.536755188	0	0	0	0.000191493	0	1.039999081	0	0.027000529	0.035234732	0.056873454	0.000382986	0	0.004021355	0	1.161405713	0	0.549968212	1.437921764	5.858348717	0	0.021638721	0	0.838548329	0.001148959	0	0.195514465	0.104555238	0	0.066065123	13.13700183	0.001723438	0.067022589	1.382005775	2.567731113	0	0.011872573	0.12006618	0.036575184	0.130789794	0.029681432	0.016851394	0	0.034851746	0	0.000382986	0	0	0	0.127342918	0.018000352	69
412AD_MBS296_C_POST	0.31305334	0.203816341	0	0.000320971	0.101961665	0.066547908	0.037660552	2.651003301	2.446758999	0	2.135845463	0	1.219153387	0.000748931	0.002032814	0.012731834	0	1.645937314	0	0	0	0	0.635307838	0.000641941	3.298187051	0.452140607	0.164550935	0.000320971	0.484451648	0.017332413	16.29375231	5.836529666	0	1.952999203	0.156847641	0.334344391	0.000427961	0.643225113	4.982105888	4.161811986	3.236988654	2.04533175	3.964950009	1.082526895	0.585557392	0.895935977	1.772292747	0.204351292	0.054244034	0	0.244579609	0.684523332	7.429185858	0	0	0.00021398	0	0.012945815	0	2.271509043	0	0.016048531	0	0	0.355314471	0.039265405	0	0	0	0	1.542798757	0	0.048680543	0.00021398	0.671042566	0	0.00010699	0	0.00010699	0.675857125	0	0.001283882	1.121471329	1.590409398	0	0.075749065	0	0.767761711	0.000320971	0	1.259274713	0.627069592	0.000320971	0.001497863	5.334210653	0	0	2.164732819	5.417556023	0	0	0.914980234	0.362268834	1.612663361	0.000534951	0	0	0.000320971	0.00010699	0.00010699	0.001497863	0	0	0.007275334	0.00010699	59
809BP_MBS097_A_INITIAL	0.747014131	0.023515086	0	1.714413836	0.064712059	0.051769647	0.003098887	0.702900559	0.107367331	0	1.005315503	0	0.161506715	0.012395549	1.115599434	0	0	0.216557537	0	0	0.005468625	1.953939597	0.784565354	0.363663541	14.38995669	0.030624298	0.668630511	0.000182287	0.208172313	0.004557187	8.462878976	5.470082977	0.000364575	2.275130153	0.035363773	0.610480801	0.08494597	1.256143088	0.236244586	2.347862861	5.245322503	1.681237513	5.577632596	1.041043851	0.728785382	1.458299914	3.48059732	0.098070669	0.469207997	0.003463462	0.212182637	1.77365727	15.87669345	0	0	0.000182287	0	0.703265134	0.030077436	3.393828475	0	0.019687049	0	0	0.468661135	0	0.000546862	0.000182287	0	0	0.241530923	0	0.482879559	0.033358611	0.026431686	0.407777113	0	0.301685795	0	0.334862118	0.000364575	0.2127295	2.92735479	1.151145495	0	0.043748997	0	0.818653114	0.00218745	0	0.172626252	0.258665947	0.028436848	0.000911437	1.646785178	0	0.053410234	1.657904715	0.843991075	0	0.005650912	0.083123095	0.017135024	0.080753358	0.055597684	0.015312149	0	0.098435244	0	0.00510405	0.021145349	0	0	0.184657227	0.00802065	76
218RZ_MBS072_C_POST	0.760272415	0.821793199	0	0.031358843	0.006223893	0.006223893	0.000718141	0.932147602	0.727477289	0.00023938	0.936695831	0	1.219643562	0.000478761	0.625501203	0.00023938	0	2.940789237	0	0	0.02489557	0.022741146	0.497911405	0.451471592	13.84600654	0.280793307	0.547463165	0.000957522	0.715987026	0.000718141	15.73735173	4.015846988	0	2.677470706	0.329387545	1.167697998	0.154161031	0.415325139	1.8030138	2.130486301	7.821517912	0.778944093	2.83785563	1.322816551	0.635076422	0.846210008	1.378352823	0.012447785	0.440460089	0.00023938	0.176902177	0.225496415	3.742953237	0	0	0.002393805	0	0.383487534	0.131659266	1.605764282	0	0.013884068	0	0	0.764820644	0.00023938	0	0	0	0	0.467749464	0	0.225257035	0.100300423	0.08928892	0.002393805	0	0.016038492	0.000718141	0.323163652	0	0.575710062	2.124023028	2.490753929	0	0.012926546	0.000718141	0.446923362	0.009575219	0	0.674334821	0.49527822	0.02992256	0.721492777	5.313049827	0.006463273	0.110115022	1.308453722	2.69446672	0	0.030401321	0.425379119	0.180014123	0.510598571	0.50030521	0.191743767	0	0.271936229	0	0.393780895	0.005984512	0	0	0.867514872	0.051466804	77
715BH_MBS532_A_INITIAL	0.076646607	0.114969911	0	0.00621459	0.00621459	0.00621459	0	0.265155831	0.229939822	0	0.104612261	0	0.018643769	0	0.023822594	0.003107295	0	0.342838203	0.001035765	0.003107295	0.001035765	0.00207153	0.075610842	2.496193564	4.679586108	0.025894124	7.651195791	5.275150963	8.83196785	0.001035765	3.950407574	0.583135675	0	0.27758501	0.035216009	0.040394834	0.016572239	0.020715299	0.394626451	0.204045698	4.697194113	0.064217428	5.417050763	0.174008514	0.082861197	0.099433437	0.355267383	3.990802407	4.092307374	0.005178825	0.031072949	0.061110133	0.889722104	0	0	1.172485939	0	7.545547764	0.068360488	0.312801019	0	0.003107295	0	0.01035765	0.044537893	0	0.00414306	0	0	0	3.61999855	0	4.165846686	0.058002838	0.01035765	0	0.00207153	0.00828612	8.044786477	0.069396253	0.003107295	3.779506354	0.180223104	0.44020011	0	0.023822594	0.535490486	0.029001419	0.014500709	0	0.251690886	1.386889287	0.00207153	0.01035765	4.414430277	0.007250355	0.011393415	0.27758501	0.416377516	0	0.00207153	0.103576496	0.021751064	0.095290377	0.112898381	0.041430599	0	0.209224523	0.00414306	0.052824013	0.00621459	0	0.001035765	0.252726651	0.011393415	78
818VB_MBS553_C_POST	0.152494243	0.318174661	0	0.011557295	0.005041773	0.00310263	0	1.742824587	1.640205115	7.76E-05	1.297985075	0	0.412184337	0.001241052	0.381313172	0.014039399	0	1.915408356	0	0.000155131	0.005662299	0.018072817	0.5936106	0.564523448	5.50592641	0.430412285	0.442745238	0	0.815448613	0.001861578	15.02293231	4.911152324	0	1.419065193	0.776898441	0.489594944	0.134809254	0.461903975	2.725194671	3.074395627	5.826971004	1.299303692	3.506359227	1.488564095	0.532178535	0.999434546	2.221094933	0.003412893	0.333765374	0.118520449	0.052201742	0.69173126	6.659251382	0	0	0	0	0.450812075	0.258992002	2.308666653	0	0.313986111	0	0	0.554439902	0.001628881	0.013574004	0	0	0	0.877190941	0	0.404582894	0.188484746	0.252786743	0.006205259	0	0.022416499	0	0.349356088	0.022804327	0.728264723	1.48848653	2.163230892	0	0.066706535	0	0.461283449	0.005739865	0	0.87447614	1.163098255	0.086563365	0.095871253	6.441524353	0.022726761	0.837322151	2.292067585	3.351150184	0	0.027070443	0.827005908	0.344702144	0.835848402	0.335859649	0.113245979	0	0.218735384	0	0.485173697	0.000620526	0	0	0.790472445	0.069343771	79
809BP_MBS531_C_POST	0.5687788	0.34747857	0	0.068559968	0.095932379	0.058723584	0.000810489	2.176125069	1.470189492	0	0.444995085	0.000626287	0.000294723	0	0.014736156	3.68E-05	0	1.894185555	0	3.68E-05	3.68E-05	0.000110521	0.453726258	1.441822391	2.282225395	0.007257557	0.323642837	0.000221042	0.931177728	0.025935635	12.64306966	4.044153946	0	1.381956755	0.113321043	0.387855639	0.000626287	0.057839414	3.262732408	0.969381214	8.65410262	0.542069516	3.675897395	1.615561676	0.678563166	0.665411146	1.300760533	0.148319415	0.345894433	0.000110521	0.210690197	0.543764174	7.102606384	0.004310326	0.000184202	0.000110521	0.000405244	1.497893466	0.476383099	2.27327318	0.000110521	0.006373388	0	3.68E-05	0.363798863	0.014036189	7.37E-05	3.68E-05	0	0	0.127467754	0	0.23640479	0.616192383	0.147435246	0	0	0.025051466	0.000405244	0.572315478	0	2.268999695	0.905242093	2.942515727	0	0.08196987	3.68E-05	0.000294723	0	0.000184202	1.663159461	2.216686339	0.00184202	7.37E-05	9.788381425	0	0.12050492	1.729951091	2.968414522	0	0	0.925025383	0.225389513	1.219969555	1.114716557	0.190796386	0	2.211639206	0.003868241	0.000221042	0.005415538	0	0	1.917468682	0.102968893	68
392XO_MBS545_B_CLOSING	5.345315912	0.001081027	0	0.006846501	0.89220724	1.595234835	0.000360342	0.805004432	0.008648212	0	0.901936479	0	0.085761439	0	0.006125817	0	0	0.013332661	0	0	0.00324308	0.010810265	0.998508183	0.044322088	18.10791528	0.00324308	0.006486159	0.000720684	0.924998378	1.907291164	10.19299927	1.752704368	0	7.578716749	0.793473482	0.007927528	0.000360342	0.004684448	0.021260189	0.317101119	6.015552369	0.017656767	5.800788429	0.744466946	0.126840448	0.213682913	4.141412685	3.032639795	2.422940825	0	3.552613562	0.740863524	1.292547403	0	0	0.003963764	0	0.419077956	0.002882737	0.225574205	0	1.012561528	0	0	0.559611407	0.024503268	0	0	0	0	0.018377451	0	1.858644969	0.002522395	0.000720684	0	0	0.002882737	0.014053345	1.831619306	0	0.169360825	1.839186491	0.298723668	0	0.636724634	0	0.024503268	0.000360342	0	0.885360739	0.17188322	0	0	4.710392989	0.000360342	0.000360342	0.293318535	1.296511167	0	0	0.007567186	0.002522395	0.004684448	0.00324308	0.000360342	0	0.007567186	0	0.002162053	0.000720684	0	0	0.010449923	0.000360342	58
148JV_MBS540_C_POST	0.545699053	0.160939196	0	0.04544898	0.119433278	0.093803374	0.000518824	2.147931241	1.708279808	5.19E-05	1.8167659	0	0.695120357	0.00129706	0.134323526	0.002490355	0	1.515744232	0	0.002127178	0.024384727	0.05411334	1.039152532	0.232848198	4.784490899	0.344706647	0.395499513	0.000103765	0.847395192	0.033879205	17.4434845	5.973012852	0	2.252837448	0.401621636	0.335367815	0.031752027	0.709751193	3.055561897	3.546628786	4.520668909	1.568923689	3.006999973	0.935076444	0.753124877	1.217679861	1.702417097	0.193106282	0.359441247	0.11471198	0.310723676	0.454126622	6.806088503	0	0	0	0	0.15756684	0.032270851	1.965512733	0	0.024799786	0	0	0.604844986	0.001556472	0	0.004150592	0	0	1.100529408	0.000518824	0.29261672	0.041609683	0.376043614	0.000985766	0	0.034553676	0.000311294	0.524790447	0	0.23699879	1.518857176	2.366874957	0	0.105995737	0	0.787782318	0.008041772	0	0.840339186	0.6973513	0.010999068	0.203949703	5.385392822	0.022776372	0.069107353	2.342075171	3.724585408	0	0.014215777	0.783320432	0.275184234	0.91032854	0.316326975	0.075955829	5.19E-05	0.309686028	0.000155647	0.156010368	0.006225888	0	0	0.301229198	0.041090859	79
135EA_MBS303_A_INITIAL	0.043105707	0.223625738	0	0	0.001190765	0.000476306	0	1.878551458	1.704937866	0	1.497982843	0	0.615387546	0.003334143	0.075732678	0.004286755	0	1.413676655	0	0	0.001667072	0	0.656111722	0.28340216	6.763547338	0.26792221	0.239820147	0.000238153	0.662065549	0	16.89934222	4.667800275	0	1.524655988	0.292928283	0.450585618	0.062634259	0.356515154	2.806633992	2.870220863	7.831425727	1.384860133	2.402964529	0.949278158	0.651348661	0.819246579	3.92238115	0.000952612	0.17194652	0.002143378	0.326269713	0.404860228	6.002648262	0	0	0.000238153	0	1.822823638	0.183854174	2.145759208	0	0.021910083	0.000238153	0	0.500835917	0	0	0	0	0	0.995956161	0	0.007382745	0.10145321	0.591334086	0.00309599	0	0.013098419	0.000238153	0.805195547	0	0.345083806	1.735183306	2.321754331	0	0.005239368	0	0.462731425	0	0	0.568947697	0.62491367	0.003572296	0.326269713	5.729724838	0.003810449	0.34151151	2.013107945	3.387965649	0	0.039771564	0.796383884	0.332699846	1.204816408	0.07668529	0.038818951	0	0.101215057	0	0	0	0	0	0.381283074	0.018814093	66
308HP_MBS089_A_INITIAL	0.270058817	0.166602462	0	0.003772881	0.060366089	0.041104541	0.012112932	1.714873489	0.192814053	0.001390009	2.11658598	0	1.369754207	0.000397145	0.135029409	0.002382872	0	1.482344905	0	0.001390009	0.010921496	0.006950043	1.468841964	0.201948395	8.271345568	0.135426554	1.854668642	0	2.619967672	0.009531488	14.27975711	11.8772265	0	1.019273462	0.312950512	0.620738134	0.060167516	1.240483405	0.805807853	5.343987418	2.681128052	0.451554228	4.721859276	0.492460196	1.99267664	2.543120053	4.555653959	0.094123441	0.16421959	0.004368599	0.112392125	0.164021017	2.916635226	0	0.000198573	0	0	0.224982823	0.037728805	0.721613045	0	0.08439338	0	0	0.94818445	0.011715787	0	0.000397145	0	0	0.974396041	0	0.1866583	0.047458866	0.023233001	0.000794291	0	0.004567171	0	0.369940865	0.000595718	0.234117166	1.664038888	0.774631946	0	0.057784644	0	1.625714365	0.003177163	0.000794291	0.418194021	2.838596171	0.006950043	0.181098266	2.374333292	0.011318642	0.368352284	3.054841797	1.988308042	0	0.010127206	0.136816563	0.032963062	0.066918986	0.243450081	0.07168473	0	0.294086109	0.004765744	0.347700727	0.002581445	0.000794291	0.000794291	0.524231822	0.194005489	76
218RZ_MBS307_A_INITIAL	0.047666611	0.223383073	0	0	0.009677766	0.002961108	0	1.798403457	1.371137289	7.22E-05	0.554738242	0	0.108838762	0	7.22E-05	0	0	2.290813994	0	0	0	0	0.603704851	1.29718182	1.922553313	0.097860997	0.383355108	0	0.923432256	0.009316656	14.25636115	4.456611467	0	0.924154477	0.190305334	0.177233127	0.062544371	0.331644058	2.777735648	1.459898297	8.301212537	0.846443457	3.250140653	1.382259498	0.576693772	0.959976658	2.10859754	0.019355533	0.589043757	0	0.022749973	0.37497734	6.762231	0	0	0	0	1.010026599	0.807876835	2.347725039	0	0.04896661	0	0	0.439905042	0	0	0	0	0	0.114905421	0	0.0283833	0.567882671	0.088038786	0	0	0	0	0.18546645	0	1.569675946	0.883854524	3.343523877	0	0.005199994	0	0.264188581	0	0	1.191954165	0.672171438	0.00202222	7.22E-05	11.29720349	0.028961077	0.000433333	1.893447791	3.77736226	0	0.06485548	1.066070978	0.184960895	1.065709868	0.902560058	0.19492755	0	1.762436833	0	7.22E-05	7.22E-05	0	0	1.717009108	0.144516498	66
135EA_MBS311_C_POST	0.354960502	0.097731831	0	0	0.15780207	0.09961491	0.003954467	1.512866141	1.096328936	0.000188308	1.029291303	0	0.55626171	0.001129848	0.849080586	0.016382792	0	1.212703255	0	0	0.022408647	0	0.742121666	0.389985783	8.538824393	0.332551855	0.355337118	0.000376616	0.918377915	0.007532318	15.96380721	4.356128012	0	2.527281116	0.32200661	0.802380213	0.161568229	0.331986931	2.425783126	2.16064552	6.913915017	1.264111328	3.817190634	1.753523713	0.595241458	0.894651112	1.98721389	0.234631717	0.496379779	0.020713875	0.267773917	0.634974437	5.290135488	0	0	0	0	0.4187969	0.095660443	2.039186886	0	0.418420285	0	0	0.461354499	0	0.000188308	0	0	0	0.853223361	0	0.204314135	0.099049986	0.218813848	0.000753232	0	0.004707699	0	0.717265015	0	0.529710288	1.821691194	2.800515964	0	0.162886384	0	0.507301641	0.002824619	0.000188308	0.734401039	0.514645651	0.005649239	0.22050862	6.842922916	0.04519391	0.938903483	1.541300643	2.709751528	0	0.033707125	0.605975012	0.20205444	0.688642205	0.184918416	0.041239443	0	0.173243322	0	0	0.000753232	0	0	0.431601842	0.067979173	74
