Sample_Name	Abiotrophia_defectiva	Acidaminococcus_fermentans	Acidovorax_unclassified	Acinetobacter_baumannii	Acinetobacter_junii	Acinetobacter_lwoffii	Acinetobacter_unclassified	Actinobacillus_minor	Actinomyces_odontolyticus	Actinomyces_oris	Actinomyces_urogenitalis	Actinomyces_viscosus	Aeromonas_unclassified	Aggregatibacter_aphrophilus	Aggregatibacter_segnis	Aggregatibacter_unclassified	Akkermansia_muciniphila	Alistipes_putredinis	Alistipes_shahii	Alistipes_unclassified	Alkaliphilus_unclassified	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_unclassified	Anaerococcus_vaginalis	Anaerofustis_stercorihominis	Anaerostipes_caccae	Anaerotruncus_colihominis	Atopobium_parvulum	Atopobium_rimae	Atopobium_vaginae	Bacillus_subtilis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_coprocola	Bacteroides_coprophilus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_helcogenes	Bacteroides_intestinalis	Bacteroides_ovatus	Bacteroides_pectinophilus	Bacteroides_plebeius	Bacteroides_salanitronis	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_unclassified	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Bifidobacterium_adolescentis	Bifidobacterium_angulatum	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_catenulatum	Bifidobacterium_dentium	Bifidobacterium_gallicum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bifidobacterium_unclassified	Bilophila_wadsworthia	Blautia_hansenii	Blautia_hydrogenotrophica	Blautia_unclassified	Brachyspira_unclassified	Bradyrhizobium_japonicum	Brevibacterium_mcbrellneri	Brucella_ceti	Brucella_microti	Brucella_suis	Bulleidia_extructa	Burkholderia_unclassified	Butyrivibrio_unclassified	Campylobacter_concisus	Campylobacter_gracilis	Campylobacter_hominis	Candidatus_Carsonella_ruddii	Candidatus_Zinderia_unclassified	Catenibacterium_mitsuokai	Cellulophaga_unclassified	Cellulosilyticum_lentocellum	Citrobacter_koseri	Citrobacter_rodentium	Citrobacter_unclassified	Citrobacter_youngae	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_botulinum	Clostridium_butyricum	Clostridium_cf	Clostridium_difficile	Clostridium_hathewayi	Clostridium_hylemonae	Clostridium_leptum	Clostridium_methylpentosum	Clostridium_nexile	Clostridium_perfringens	Clostridium_saccharolyticum	Clostridium_scindens	Clostridium_sporogenes	Clostridium_symbiosum	Clostridium_tetani	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Collinsella_unclassified	Comamonas_testosteroni	Coprobacillus_bacterium	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Corynebacterium_amycolatum	Corynebacterium_glucuronolyticum	Corynebacterium_jeikeium	Corynebacterium_kroppenstedtii	Corynebacterium_matruchotii	Corynebacterium_pseudogenitalium	Corynebacterium_resistens	Corynebacterium_striatum	Cronobacter_sakazakii	Cronobacter_unclassified	Deinococcus_unclassified	Delftia_acidovorans	Desulfovibrio_desulfuricans	Desulfovibrio_piger	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Edwardsiella_ictaluri	Eggerthella_lenta	Enhydrobacter_aerosaccus	Enterobacter_cancerogenus	Enterobacter_cloacae	Enterobacter_unclassified	Enterococcus_casseliflavus	Enterococcus_faecalis	Enterococcus_faecium	Enterococcus_gallinarum	Enterococcus_unclassified	Escherichia_albertii	Escherichia_coli	Escherichia_fergusonii	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_limosum	Eubacterium_rectale	Eubacterium_saburreum	Eubacterium_saphenum	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_cf	Faecalibacterium_prausnitzii	Faecalibacterium_unclassified	Finegoldia_magna	Fusobacterium_mortiferum	Fusobacterium_nucleatum	Fusobacterium_ulcerans	Fusobacterium_varium	Gardnerella_vaginalis	Gemella_haemolysans	Gemella_moribillum	Gemella_unclassified	Geobacillus_unclassified	Gordonibacter_pamelaeae	Granulicatella_adiacens	Granulicatella_elegans	Granulicatella_unclassified	Haemophilus_influenzae	Haemophilus_parainfluenzae	Holdemania_filiformis	Klebsiella_pneumoniae	Klebsiella_unclassified	Klebsiella_variicola	Lactobacillus_amylovorus	Lactobacillus_brevis	Lactobacillus_casei	Lactobacillus_crispatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_helveticus	Lactobacillus_iners	Lactobacillus_johnsonii	Lactobacillus_oris	Lactobacillus_paracasei	Lactobacillus_plantarum	Lactobacillus_reuteri	Lactobacillus_rhamnosus	Lactobacillus_ruminis	Lactobacillus_sakei	Lactobacillus_salivarius	Lactobacillus_vaginalis	Lactococcus_lactis	Lautropia_mirabilis	Leuconostoc_citreum	Leuconostoc_gasicomitatum	Leuconostoc_kimchii	Leuconostoc_mesenteroides	Leuconostoc_unclassified	Macrococcus_caseolyticus	Megamonas_hypermegale	Megasphaera_micronuciformis	Meiothermus_silvanus	Methanobrevibacter_smithii	Methanobrevibacter_unclassified	Methanocorpusculum_labreanum	Methylobacterium_radiotolerans	Methylobacterium_unclassified	Mitsuokella_multacida	Mobiluncus_curtisii	Mobiluncus_unclassified	Mycobacterium_unclassified	Mycoplasma_hominis	Neisseria_flavescens	Neisseria_mucosa	Neisseria_sicca	Neisseria_subflava	Neisseria_unclassified	Odoribacter_splanchnicus	Olsenella_uli	Oribacterium_sinus	Oxalobacter_formigenes	Parabacteroides_distasonis	Parabacteroides_johnsonii	Parabacteroides_merdae	Parabacteroides_unclassified	Parascardovia_denticolens	Parvimonas_micros	Pediococcus_acidilactici	Pediococcus_pentosaceus	Peptoniphilus_harei	Peptoniphilus_unclassified	Peptostreptococcus_anaerobius	Peptostreptococcus_stomatis	Peptostreptococcus_unclassified	Phascolarctobacterium_unclassified	Porphyromonas_endodontalis	Porphyromonas_gingivalis	Porphyromonas_uenonis	Prevotella_bivia	Prevotella_buccae	Prevotella_buccalis	Prevotella_copri	Prevotella_disiens	Prevotella_multiformis	Prevotella_tannerae	Prevotella_timonensis	Propionibacterium_acnes	Propionibacterium_unclassified	Proteus_mirabilis	Proteus_penneri	Proteus_unclassified	Providencia_rettgeri	Pseudoalteromonas_haloplanktis	Pseudoalteromonas_unclassified	Pseudoflavonifractor_capillosus	Pseudomonas_aeruginosa	Pseudomonas_putida	Pseudomonas_unclassified	Pseudoramibacter_alactolyticus	Pyramidobacter_piscolens	Ralstonia_pickettii	Ralstonia_unclassified	Rhodopseudomonas_palustris	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Rothia_dentocariosa	Rothia_mucilaginosa	Rothia_unclassified	Ruminococcus_albus	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Salmonella_typhimurium	Salmonella_unclassified	Serratia_unclassified	Shigella_boydii	Shigella_dysenteriae	Shigella_flexneri	Shigella_sonnei	Slackia_exigua	Slackia_unclassified	Solobacterium_moorei	Staphylococcus_aureus	Staphylococcus_epidermidis	Staphylococcus_haemolyticus	Staphylococcus_lugdunensis	Stenotrophomonas_maltophilia	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_australis	Streptococcus_bovis	Streptococcus_cristatus	Streptococcus_equinus	Streptococcus_gallolyticus	Streptococcus_gordonii	Streptococcus_infantarius	Streptococcus_infantis	Streptococcus_mitis	Streptococcus_mutans	Streptococcus_oralis	Streptococcus_parasanguinis	Streptococcus_peroris	Streptococcus_pyogenes	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_thermophilus	Streptococcus_vestibularis	Subdoligranulum_variabile	Succinatimonas_hippei	Sutterella_wadsworthensis	Turicibacter_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified	Vibrio_furnissii	Victivallis_vadensis	Weissella_paramesenteroides	Yersinia_unclassified
148JV_MBS088_A_INITIAL	0	0	0	0	0	0	0	0	0.01533	0.09649	0	0.2282	0	0	0	0	0.01148	20.64671	1.69408	0	0	0	0	0	0	0.04609	0.16357	7.03122	0.15054	0	0	0	1.92419	0	1.70E-004	0	0.02209	0.00271	0.71289	0	0.00106	2.62355	0.31542	0	2.8193	0	0.10746	0.18071	0	0.37252	7.47876	0.22049	3.10046	0	0	2.39674	3.31936	0.01854	0.40637	0	8.98117	0.1748	0	0.09188	0	0.02651	0.33243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00725	0	0.05258	0	1.24677	0	0	0.01163	0	0.20641	0	0.05632	0.00097	0.00488	0	0	0.79013	0	0.02242	0	2.53053	0	0.00138	0	0	0.54607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781	0	0	0.72205	2.73395	0	0	2.48362	0	0	0.01359	0	0	0	0	0	0.00421	0	0.84876	0	0.32684	0	0.42756	0.06458	0	0	0	0.00852	0	0	0.04642	0.03969	0	0	0	0.02023	0.00663	0	0	0	0	0	0.39527	0.00225	0	0.00052	0	0.00349	0.00309	6.97043	0	0	0	0	0	0	0	0.09839	0.0033	0	0	0.01929	0	0	0	0	0.00383	0	0	0.82066	0.03389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00864	0	0	0	0	0	0	0.25103	0.00487	0	0	0.0242	0.17007	0.50527	0.07147	0.18303	0	0	0	0	0.00407	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00938	0	0	0	0	0	0	0	0	0	0	0	0.22191	0	0	0	0.01851	7.43735	0	0.06536	1.36932	0	0	0	0	0	0	0	0	0.0138	0	0	0	0	0	0	0	1.2852	0	0	0	0	0	0.01672	0	0	0	0	0	0.78052	0	0.0322	0.09285	0.01452	0.00644	0.0158	0	0	0.01225	0	0	0	0.02358	0.00661	0	0	0	0
148JV_MBS092_B_CLOSING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00511	1.9107	0.97534	0.13884	0	0	0	0	0	0.00372	0.0081	0.20017	0	0	0	0	6.55379	0	0	0	0.00234	0.00052	0.28538	0	0.00061	10.99117	0.47262	0	0.00069	0	0.00166	0.45382	0	0.36517	44.02969	0.1898	0.00091	0	0	0	0.34654	0	0.00631	0	0.13964	0	0	0.45864	0	0.14918	0	0	0	0	0.00507	0.00664	0.00581	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61474	0.00052	0	0	2.77656	0	0	0	0.4425	0.11976	0	0	0	0	0	0	0.00874	0	0.02425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02124	0	0	0	0	0	0	0.84094	0	0	0.07031	0	0	0.03397	0	0	0	0	8.84755	0	0	0	0	0.32108	0	0	0	0	0	0	0.07616	0.03991	0	0	0	1.47897	0.9606	0	0	0	0	0	0.10189	0	0	0	0	0	0	6.41838	0.01936	0.00032	0	0	0	0	0	0.19443	0	0	0	0	0	0	0	0	0	0	0	0.06339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16442	0.00055	3.162	0.78348	0	0	0	0	0	0.00231	0.01715	0	0	0	0	0	0	0.57665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0.48631	0	0.00039	1.64609	0	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148JV_MBS098_C_POST	0.00788	0.00052	0	0	0	0	0	0	0	0.00234	0	0.01516	0.00E+000	0	0	0	0.01001	3.29799	1.03033	0.54312	0	0	0	0	0	0.00198	0.13766	0.08616	0.00129	0	0	0	9.82148	0	0	0	0.00195	0.00045	0.45409	0	0.00023	4.00996	0.0651	0	0.00035	0	0.00157	0.17745	0	0.27962	20.01261	0.01328	0.00235	0	0	0	0.45747	0	0.00107	0	0.39902	0	0	1.74615	0	0.45907	0	0	0	0	0.03821	0.0482	0.03128	0	0	0	0	0	0	0	0	0	0	0	0.00445	0.00128	0.08186	0.00E+000	0.00E+000	0	0.03289	0	0	0	0.19748	0.00249	0	0	0.01416	0	0	0	0	0	0.11654	0	0.00106	0	0	0.00E+000	0.00E+000	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0.06135	0	0	0	0	0	0	0.51827	0	0.0017	5.23474	0	0	0	0.00237	0	0	0	0.41457	0	0.18715	0	0	0.21684	0	0	0	0	0	0	0.01345	0.00195	0	0	0	0.04885	0.02884	0	0	0	0	0	0.07111	0.0025	0	0	0	0	0	39.141	3.09812	0.04379	0	0	0	0	0	0.07994	0	0	0	0	0	0	0	0	0	0	0	0.19297	0	0	0	0	0	0	0	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14306	0	3.67797	0.80597	0	0	0	0	0	0	0.00113	0	0.00257	0	0	0	0	0.1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00617	0.00687	0	1.3404	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0.25789	0	0	0.22494	0	0	0	0.01634	0	0	0	0	0	0	0	0	0	0	0	0	0.01579	0	0	0	0	0	0	0	0	0	0	0	0.10076	0	0	0	0	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0
148JV_MBS540_C_POST	0	0.00045	0	0	0	0	0	0	0.00049	0.01378	0	0.02314	0	0	0	0	2.8482	7.56436	1.0999	0	0	0	0	0	0	0.0095	0.24447	0.12026	0.00275	0	0	0	4.53924	0.00072	0	0	0.00406	0.00215	1.12396	0	0.00103	8.71447	0.25355	0	0.00112	0	0.01543	0.26527	0	0.51667	16.78654	0.14625	0	0	0	0	0.35506	0	0.00753	0	3.64313	0.00E+000	0	0.18372	0	0.38788	0	0	0	0	0.09612	0.05482	0.03122	0	0	0	0	0	0	0	0	0	0	0	0.00199	0	0.10968	0.01448	0	0.00012	0.14122	0	0	0	0	0.00234	0	0	0.00874	8.00E-005	0	0	0.46795	0	0.00123	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00436	0.00204	0	0	0.00797	0	0	0	0	5.60E-004	0	0.38407	0	0.00567	1.2155	0	0	0.0014	0.0435	0	0.06956	0	24.00206	0.00029	0	0	0	0.27998	0	0	0	0	0	0	0.95801	0.58629	0	0	0	0.00087	0.00049	0	0	0	0	0	0.0879	0.00014	0	0.0003	0	0.00304	0	9.22448	0.76432	0.02655	0	0	0.00027	0	0	0.06738	0.00289	0	0	0	0	0	0	0	0.00919	0	0	0.08034	0.00191	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05911	0	0	0.00591	0.06216	4.70E-004	0.85554	0.14083	0.00446	0.00E+000	0.00E+000	0.00019	0	0	0	0	0	0	0	0	0	0	0.00761	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0.07831	0	0	0	8.89E+000	0	0	0	0	0.00411	0	0.00707	0	0	0	4.40E-004	0.28344	0.00012	0.00133	0.29266	0	0	0	0.01765	0	0.16096	0	0	0.00311	0	0	0	0	0	0	0.00E+000	0.16179	0	0.0001	0	0.00083	0	0	0.64829	0	0	0.00E+000	0.00E+000	0.02456	0	0	0.01385	0.00099	0.01048	0	0	0	0	0.00E+000	0	0	0.00409	0.0013	0	0	0	0
148JV_MBS551_C_POST	0	0.00037	0	0	0	0	0	0	0.00526	0.04449	0	0.0541	0	0	0	0	5.34329	25.44971	3.3301	0	0	0	4.00E-005	0.05	0	0.00947	0.01687	0.15476	0.05401	0.00066	0	0	6.36298	0.00171	0.00E+000	0	0.00649	0.00374	0.19591	0.0003	0.00046	7.33694	0.35335	0	0.0114	0	0.01156	0.22613	0	0.48954	7.94024	0.09037	0.00025	0	0	0	3.21006	0.00028	0.3127	0	7.94522	0	0	0.56779	0	0.22701	0	0	0	0	0.02635	0.00121	0.02337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05344	0.4069	0	0	0.00053	0	0.07663	0	0	0.02255	0.00054	0	0	0.93849	0	0.10096	0	0.00039	0	0	0	0	0.45274	0	0	0	0	0	0	2.00E-005	0	0	0	0	0	0	0	0	0.03295	0	0	0	2.00E-005	0.00146	0	0.44861	0	0	0.00041	0	0	0	0	0	0	0	0.68136	0	0	0	0	0.13039	0.00299	0	0	0.00303	0	0.00051	0.62564	0.51218	0.04242	0	0	0.08977	0.06143	0	0	0	0	0	0.08466	0.00219	0	0	0	0.00164	0	0.00121	0.00011	0.00E+000	0	0	0.00034	0.01689	0	0.4695	0.06115	0	0	0	0.01051	0	0	0	0.02725	0	0	1.89247	0.04543	0	0	0	0	0	0	0	0	0.00053	0.00074	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	1.63331	0.00017	0	0	0.08214	0.00036	7.35319	1.22445	0.02263	0.01488	0	0	0.02163	0.06304	0.07491	0	0	0	0	0	0	0.52513	0	0.00089	0	0.14279	0	0	0.16837	0	0	0	0	0	0	0	0	0.00441	0	0	0	0	2.68288	0	0	0	0	0.0007	0	0.01078	0.00121	0	0	0.00104	0.75183	0.00011	0.00192	1.09899	0	0	0	0.00132	0.00069	0	0	0	0.00217	0	0	0	0	0	0	0.04621	4.96143	0	0	0.005	0	0	0.08634	0	0	0.00472	0.00481	0.0006	0.77587	0	0	0.71041	0.00904	0.04659	0.02141	0	0	0	0	0	0	0	0.00045	0	0	0	0
218RZ_MBS072_C_POST	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0.00E+000	0.01844	19.19522	0.603	0	0	0.00E+000	0	0.00205	0	0.30581	0.1791	0.01724	0	0	0	0	3.91207	0.07991	5.00E-005	0.00033	0.10338	0.03111	0.03811	0.09983	0.00066	0.00264	0.15031	0	9.28143	0	3.68684	0.0894	0.50464	0.83627	1.28258	0.14278	0.01631	0	0	0.0044	0.00177	0.9872	0.00865	0	1.49534	2.49598	0	0.07803	0	0	0.11959	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0.04497	0.03723	0.24978	0	0	0.00219	0	0.04646	0.00726	0.06352	0.0061	0.00133	0	0	0.27405	0	0.04356	0	0.00996	0	0	0	0	3.55129	1.21688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00986	0	0	1.78479	0	0	0	0.12901	0	0	0	0	0	0	0	0	0	0	0.81206	0	0	0	0	0.35127	0	0	0	0	0	0.00179	4.39176	0	0.00275	0	0	0	0	0	0	0	0.00074	0.00028	0	0.00373	0	0	0	0.01535	0.04143	0.04376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	1.42128	0	0	0.01012	0.36313	0.32469	0.0316	0	0	0.01634	0.02339	0	0	0	0	0	0	0	0	0	0	0.00832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02541	0	0	0.00381	0	0	19.22937	0.00087	0	0.01138	11.24594	0	0	0	0	0	0	0	0	0	0.00618	0	0	0	0	0	0	0.0304	0.01588	0	0.00066	0	0	0	0	0	0.00148	0	0	0.11487	0	0	0.1212	0.00078	0.00431	0.00302	0	0.00214	0.04417	0	0	0	0.00436	0.00247	0	0	0	0
218RZ_MBS084_C_POST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02928	5.00804	5.20466	0	0	0	0	0	0	0.02578	0.00589	0.00534	0	0	0	0	21.24622	3.83513	0	0	0.26707	0.11567	0.20541	0.16492	0.00064	0.02766	0.63222	0	1.65886	0	4.89503	0.71339	20.43956	2.083	4.32181	1.00513	0.00515	0	0	0.00617	0.0007	0.0085	0	0	0.0282	0.06498	0	0	0	0	0.04798	0	0	0	0	0	0	0	0	0	0	0	0.01471	0	0	0	0	0	0	0	0	0	0	0.00148	0.04224	0	0	0	0	0	0	0.00665	0	0.00E+000	0	0	0.03096	0	0.00232	0	0.01425	0	0	0	0	0.38741	0.06525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34333	0	0.00E+000	0	0.00054	0	0	0	0.01138	0	0	0	0	0	0	0.64365	0	0	0	0	0.01178	0	0	0	0	0	0	0.0744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741	0.01258	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10887	0	0	0	0.69606	1.42278	0.43061	0	0	0.00E+000	0	0	0	0	0	0	0	0	0	0	0	0.06064	0	0	0	0.01086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18129	1.39205	0	0	0	0	0	11.27198	0.00107	0	0.00268	8.58269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00902	0	0	0	0	0	0	0.06624	0	0	0.00E+000	0	0.00199	0	0	0.00418	0	0	0	0	0.00516	0.01648	0	0	0	0	0	0	0	0	0
218RZ_MBS306_A_INITIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511	0.00106	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.02391	0	0.0005	0	0.00216	0.00025	0.05227	0.00379	0.0027	0	1.4561	0	8.80356	0	0.00524	1.17548	48.29466	6.76915	21.9984	0.31681	0	0	0	0	0.00E+000	0	0	0	0.01659	0	0	0.7631	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01907	0	0	0	0.00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0.02323	0	0.00414	0.81028	0.52539	0	0	0.00189	0.06541	0	0	3.92457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02757	2.31255	0.14376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08747	0.01157	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2608	0	0	0	0	0	0	0	0	0
218RZ_MBS307_A_INITIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728	0.00E+000	0	0	0	0	0.10546	0	0	0	9.70345	0	0.00014	0	0	1.73171	76.89788	0.85245	0.00778	2.20408	0	0	0	0	0	0	0	0	0	0	0.00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00669	0	0	0	0.00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913	4.02172	0	0	0	0	0	0	0	0.38204	0	0.31805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07545	0.01171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1847	0	0.00174	0.74006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71517	0	0	0	0	0	0	0	0	0
218RZ_MBS308_C_POST	0	0	0	0	0	0	0	0	0.00208	0	0	0	0	0	0	0	0	3.6707	0.52631	0	0	0	0	0	0	0	0.01383	0	0	0	0	0	0.37989	0.78056	0	0	0.01389	0.09045	0.12108	0.05556	0.00151	0.01061	5.83192	0	0	0	0.01317	2.797	59.38629	1.4763	1.58611	4.2852	0	0	0	0	0	0	0	0	1.26467	0.00642	0	0.04399	0	0	0.00457	0	0.04307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12604	0.06988	0.29456	0	0	0	0	0.07358	0	0	0	0	0	0	0	0	0.00364	0	0	0	0	0	0	0.02516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01141	0	0	0.03148	0	0	0	0	0	0	0	0.7844	0	0.909	0	0	0	0	0	0	0	0	0.00107	3.13578	2.10299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64609	0.17389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32318	0	0	0	0.08527	0.22654	0.02043	0.03807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08825	0	0	0	0	0	0	0	0	0	0	0	0.13628	0	0	0	0.01645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07836	0	0	0	0	0	0	0	0.02294	5.34283	0	0.00132	0.26212	1.82397	0.71579	0	0	0	0
