Sample_Name	Abiotrophia_defectiva	Acidaminococcus_fermentans	Acidovorax_unclassified	Acinetobacter_baumannii	Acinetobacter_junii	Acinetobacter_lwoffii	Acinetobacter_unclassified	Actinobacillus_minor	Actinomyces_odontolyticus	Actinomyces_oris	Actinomyces_urogenitalis	Actinomyces_viscosus	Aeromonas_unclassified	Aggregatibacter_aphrophilus	Aggregatibacter_segnis	Aggregatibacter_unclassified	Akkermansia_muciniphila	Alistipes_putredinis	Alistipes_shahii	Alistipes_unclassified	Alkaliphilus_unclassified	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_unclassified	Anaerococcus_vaginalis	Anaerofustis_stercorihominis	Anaerostipes_caccae	Anaerotruncus_colihominis	Atopobium_parvulum	Atopobium_rimae	Atopobium_vaginae	Bacillus_subtilis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_coprocola	Bacteroides_coprophilus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_helcogenes	Bacteroides_intestinalis	Bacteroides_ovatus	Bacteroides_pectinophilus	Bacteroides_plebeius	Bacteroides_salanitronis	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_unclassified	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Bifidobacterium_adolescentis	Bifidobacterium_angulatum	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_catenulatum	Bifidobacterium_dentium	Bifidobacterium_gallicum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bifidobacterium_unclassified	Bilophila_wadsworthia	Blautia_hansenii	Blautia_hydrogenotrophica	Blautia_unclassified	Brachyspira_unclassified	Bradyrhizobium_japonicum	Brevibacterium_mcbrellneri	Brucella_ceti	Brucella_microti	Brucella_suis	Bulleidia_extructa	Burkholderia_unclassified	Butyrivibrio_unclassified	Campylobacter_concisus	Campylobacter_gracilis	Campylobacter_hominis	Candidatus_Carsonella_ruddii	Candidatus_Zinderia_unclassified	Catenibacterium_mitsuokai	Cellulophaga_unclassified	Cellulosilyticum_lentocellum	Citrobacter_koseri	Citrobacter_rodentium	Citrobacter_unclassified	Citrobacter_youngae	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_botulinum	Clostridium_butyricum	Clostridium_cf	Clostridium_difficile	Clostridium_hathewayi	Clostridium_hylemonae	Clostridium_leptum	Clostridium_methylpentosum	Clostridium_nexile	Clostridium_perfringens	Clostridium_saccharolyticum	Clostridium_scindens	Clostridium_sporogenes	Clostridium_symbiosum	Clostridium_tetani	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Collinsella_unclassified	Comamonas_testosteroni	Coprobacillus_bacterium	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Corynebacterium_amycolatum	Corynebacterium_glucuronolyticum	Corynebacterium_jeikeium	Corynebacterium_kroppenstedtii	Corynebacterium_matruchotii	Corynebacterium_pseudogenitalium	Corynebacterium_resistens	Corynebacterium_striatum	Cronobacter_sakazakii	Cronobacter_unclassified	Deinococcus_unclassified	Delftia_acidovorans	Desulfovibrio_desulfuricans	Desulfovibrio_piger	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Edwardsiella_ictaluri	Eggerthella_lenta	Enhydrobacter_aerosaccus	Enterobacter_cancerogenus	Enterobacter_cloacae	Enterobacter_unclassified	Enterococcus_casseliflavus	Enterococcus_faecalis	Enterococcus_faecium	Enterococcus_gallinarum	Enterococcus_unclassified	Escherichia_albertii	Escherichia_coli	Escherichia_fergusonii	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_limosum	Eubacterium_rectale	Eubacterium_saburreum	Eubacterium_saphenum	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_cf	Faecalibacterium_prausnitzii	Faecalibacterium_unclassified	Finegoldia_magna	Fusobacterium_mortiferum	Fusobacterium_nucleatum	Fusobacterium_ulcerans	Fusobacterium_varium	Gardnerella_vaginalis	Gemella_haemolysans	Gemella_moribillum	Gemella_unclassified	Geobacillus_unclassified	Gordonibacter_pamelaeae	Granulicatella_adiacens	Granulicatella_elegans	Granulicatella_unclassified	Haemophilus_influenzae	Haemophilus_parainfluenzae	Holdemania_filiformis	Klebsiella_pneumoniae	Klebsiella_unclassified	Klebsiella_variicola	Lactobacillus_amylovorus	Lactobacillus_brevis	Lactobacillus_casei	Lactobacillus_crispatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_helveticus	Lactobacillus_iners	Lactobacillus_johnsonii	Lactobacillus_oris	Lactobacillus_paracasei	Lactobacillus_plantarum	Lactobacillus_reuteri	Lactobacillus_rhamnosus	Lactobacillus_ruminis	Lactobacillus_sakei	Lactobacillus_salivarius	Lactobacillus_vaginalis	Lactococcus_lactis	Lautropia_mirabilis	Leuconostoc_citreum	Leuconostoc_gasicomitatum	Leuconostoc_kimchii	Leuconostoc_mesenteroides	Leuconostoc_unclassified	Macrococcus_caseolyticus	Megamonas_hypermegale	Megasphaera_micronuciformis	Meiothermus_silvanus	Methanobrevibacter_smithii	Methanobrevibacter_unclassified	Methanocorpusculum_labreanum	Methylobacterium_radiotolerans	Methylobacterium_unclassified	Mitsuokella_multacida	Mobiluncus_curtisii	Mobiluncus_unclassified	Mycobacterium_unclassified	Mycoplasma_hominis	Neisseria_flavescens	Neisseria_mucosa	Neisseria_sicca	Neisseria_subflava	Neisseria_unclassified	Odoribacter_splanchnicus	Olsenella_uli	Oribacterium_sinus	Oxalobacter_formigenes	Parabacteroides_distasonis	Parabacteroides_johnsonii	Parabacteroides_merdae	Parabacteroides_unclassified	Parascardovia_denticolens	Parvimonas_micros	Pediococcus_acidilactici	Pediococcus_pentosaceus	Peptoniphilus_harei	Peptoniphilus_unclassified	Peptostreptococcus_anaerobius	Peptostreptococcus_stomatis	Peptostreptococcus_unclassified	Phascolarctobacterium_unclassified	Porphyromonas_endodontalis	Porphyromonas_gingivalis	Porphyromonas_uenonis	Prevotella_bivia	Prevotella_buccae	Prevotella_buccalis	Prevotella_copri	Prevotella_disiens	Prevotella_multiformis	Prevotella_tannerae	Prevotella_timonensis	Propionibacterium_acnes	Propionibacterium_unclassified	Proteus_mirabilis	Proteus_penneri	Proteus_unclassified	Providencia_rettgeri	Pseudoalteromonas_haloplanktis	Pseudoalteromonas_unclassified	Pseudoflavonifractor_capillosus	Pseudomonas_aeruginosa	Pseudomonas_putida	Pseudomonas_unclassified	Pseudoramibacter_alactolyticus	Pyramidobacter_piscolens	Ralstonia_pickettii	Ralstonia_unclassified	Rhodopseudomonas_palustris	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Rothia_dentocariosa	Rothia_mucilaginosa	Rothia_unclassified	Ruminococcus_albus	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Salmonella_typhimurium	Salmonella_unclassified	Serratia_unclassified	Shigella_boydii	Shigella_dysenteriae	Shigella_flexneri	Shigella_sonnei	Slackia_exigua	Slackia_unclassified	Solobacterium_moorei	Staphylococcus_aureus	Staphylococcus_epidermidis	Staphylococcus_haemolyticus	Staphylococcus_lugdunensis	Stenotrophomonas_maltophilia	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_australis	Streptococcus_bovis	Streptococcus_cristatus	Streptococcus_equinus	Streptococcus_gallolyticus	Streptococcus_gordonii	Streptococcus_infantarius	Streptococcus_infantis	Streptococcus_mitis	Streptococcus_mutans	Streptococcus_oralis	Streptococcus_parasanguinis	Streptococcus_peroris	Streptococcus_pyogenes	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_thermophilus	Streptococcus_vestibularis	Subdoligranulum_variabile	Succinatimonas_hippei	Sutterella_wadsworthensis	Turicibacter_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified	Vibrio_furnissii	Victivallis_vadensis	Weissella_paramesenteroides	Yersinia_unclassified
247WI_MBS079_A_INITIAL	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02205	0.00119	0.01125	0.06118	0	0	0	0	0	0.0138	0.09571	0.48131	0	0	0	0	5.32882	0	0	0	0	0.08184	0.00865	0	0.00147	0.00063	10.14354	0	0	0	17.13637	0.77619	6.56851	0.01023	4.44166	1.84127	0.07503	0	0	0.03338	0.0497	0	0	0	0.29952	2.44723	0	0.12389	0.07259	0	0.12366	0	0.00788	0	0.03556	0.06106	0.11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01111	0	0.00014	0.03452	3.2107	0	0	0.0009	0	0.07006	0.01831	0.08782	0	0.2029	0	0	0.02428	0	0.01132	0	0.39613	0	0	0	0	0.04311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00801	0	0	0	0	0	0	0.00492	0	0	0.003	0.00339	0	0	0	0	0	0	31.14898	0	0	0	0	0	0.00666	0	0	0	0	0.00708	0.03613	0.01307	0	0	0	0	0.11085	0	0	0	0	0	0	0	0	0	0	0	0.08925	2.06934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091	0	0	0	0	0	0	0	0	0	0.00323	0	0	0	0	0	0	0.3537	0	0	0	0.38646	0.27323	3.96636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0	0.00188	0	0	0	0	0	0	0	0.00296	0	0	0	0	0	0	0	0.04255	0	0.02264	0	0	0	0	0	2.69185	0.27253	0	0.06245	3.53998	0	0	0	0.13748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0	0.05696	0	0	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247WI_MBS080_A_INITIAL	0.00661	0.0036	0	0	0	0	0	0	0.00859	0	0	0	0	0	0	0	0.01515	0.00199	0.00071	0.01233	0	0	0	0	0	0.01828	0.01327	0.2167	0.00657	0	0	0	1.59241	0	0	0	0	0.08474	0.0056	0.00025	0.00177	0.0001	8.60546	0	0.00011	0	17.66645	0.37682	6.59226	0.00194	4.08982	1.46742	0.0243	0	0	0.18665	0.06911	0.00063	0.00074	0	0.02336	38.58887	0	0.03434	0	0	0.01926	0	0	0	0.01488	0.06674	0.13955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	1.51514	0	0	0	0	0.00462	0.0153	0.0216	0	0.00098	0	0	0.01454	0	0	0	0.54828	0	0	0	0	0.01735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522	0	0	0	0	0	0	0.00285	0	0	0.00081	0.00379	0	0	0	0	0	0	5.07882	0	0	0	0	0	0	0	0	0	0	0	0.00044	0	0	0	0	0	0.00522	0	0	0	0	0	0	0	0	0	0	0	0.04331	1.42595	0	0	0	0	0	0	0	0	0.01907	0	0	0	0	0	0	0.01635	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0	0	0	0.05838	0	0	0	0.27779	0.19078	3.4338	0.31866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01325	0	0	0	0	0	0	0	0.00069	0.00178	0	0	0	0	0	0	0.00326	0	0	0	0	0	0	0	0.0036	0	0	0	0	0.0084	0.0065	0	6.37315	0.01076	0	0.00211	0.10231	0	0	0	0.00887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03331	0	0	0	0	0	0	0	0.00169	0	0	0.2507	0	0	0	0	0	0	0	0	0	0	0.00016	0.00687	0.01898	0	0	0	0	0
247WI_MBS081_A_INITIAL	0.00845	0.00124	0	0	0	0	0	0	0.00037	0	0	0	0	0	0	0	0.01212	0.0051	0.02723	0.03645	0	0	0	0.00139	0	0.00133	0.01794	0.47668	0.00621	0	0	0	14.67356	0.00332	0	0	0.00072	0.06094	0.00509	0.0009	0.00218	0.00096	5.24191	0	0.00068	0	11.10599	0.04636	0	0.00531	8.02143	0.94787	0.01413	0.00033	0	1.05694	3.68046	0.00083	0.00034	0	0.02851	24.06654	0	0.03381	0.00023	0	0.00655	0	3.00E-005	0	0.22727	0.04409	0.10874	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0.02272	0	0.05144	0	0.59948	0	0	0.0064	0	0.02142	0.04316	0.12918	0	0.00159	0	0	0.34388	0	0.00801	0	0.84133	0	0	0	0	0.02569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0	0	0	0	0	0	0.0019	0	0.00478	1.86829	0	0	0	0	0	0.00355	0	13.10214	0.0006	0	0	0.00625	0	0	0	0	0	0	0	0	0.00049	0	0	0	0	0.00999	0	0	0	0	0	0	0	0	0.00234	0	0	0.0397	2.41908	1.01051	0.03336	0	0.00144	0	0	0	0	0.18341	0	0	0	0	0	0	0.0688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0.00181	0	0	0	0	0	0	0.9529	0	0	0	0.14088	0.04196	5.69868	0.77529	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08564	0	0	0	0	0	0	0.00326	0	0	0	0	0	0	0	0	0.00521	0	0	0.00107	0	0.00099	0	0	0.00149	0	0	0	0	8.00E-005	0.00099	0	0.76954	0.05019	0	0.00066	0.3609	0	0	0	6.57E-002	0	0.00174	0	0	0.00132	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0.04596	0	0	0	0	0	0	0	0	0	0	0	0.01226	0.02128	0	0	0	0	0
247WI_MBS082_B_CLOSING	0.00644	0.00264	0	0	0	0	0	0	0.02034	0	0	0	0	0	0	0	0.02488	0.01262	0	0.00522	0	0	0	0	0	0	0.19986	0.39892	0	0	0	0	13.37314	0	0	0	0.0008	0.03089	0.00692	0	0.00293	0	6.47584	0	0.00119	0	4.80163	1.41186	1.1459	0.00948	13.843	1.70989	0.00769	0	0	0.00149	0.22576	0	0	0	0.01769	2.62584	0	0.32955	0	0	0.0625	0	0.00222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0	0.00094	0	17.80034	0	0	0	0	0.00157	0.29733	0	0	0.02544	0	0	0.70768	0	0	0	0.96734	0	0	0	0	0.31548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01182	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	18.31135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08216	0	0	0	0	0	0	0	0	0	0	0.02692	0.14824	0.00794	0.01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04916	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0	0	0	1.00528	0	0	0	0.10253	0.00171	5.31799	0.17754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03169	0	0	0	0	0	0	0	0.00795	3.19787	0	0.00646	4.11171	0	0	0	0.08681	0.00179	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0	0	0	0	0	0	0	0.11477	0	0	0.09545	0	0.00561	0	0	0	0	0	0	0	0.00186	0.0045	0	0	0	0
247WI_MBS083_C_POST	0.00225	0.00091	0	0	0	0	0	0	0.02035	0.01256	0	0.02459	0	0	0	0	0.12976	0.00532	0.0046	0.01496	0	0	0	0	0	0.02524	0.29967	0.73013	0.00347	0.00043	0	0	0.28441	0.0004	0	0	0	0.00475	0.00132	0.00186	0.00014	0.00139	0.86136	0	0.00121	0	0.53675	0.02791	0.58333	0.00501	1.39702	0.16492	0.01595	0.00101	0.00017	16.87963	3.02	0.0076	0.09272	9.00E-005	0.06524	34.78295	0	0.08223	0	0	0.07609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0.00018	1.14788	0	0	0.0011	0	0.03614	1.48251	0.27386	0	0.01428	0.00723	0	0.8606	0	0	0	21.51994	0.00018	8.00E-005	0.00E+000	0	0.32291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426	0	0	0	0	0.00104	0	0.03475	0	0	0.00274	0	0.00049	0	0	0	0.00606	0	6.01626	0	0	0	0.30973	0	0.0001	0	0	0	0	0	0.00134	0.00127	0	0	0	0	0.00067	0	0	0	0	0	0.00159	0.00014	0	0.00042	0	0.00459	0.28027	0.00552	0.00407	0	0	0	0	0	0	0	0.23099	0	0	0	0.00212	0	0	0.94572	0	0	0	0.03501	6.00E-005	0	0	0.00E+000	0	0	0	0	0	0.00794	0.04882	0	0	0	0	0	0	0	0	0	0.00188	0	0	0	0	0	0	1.14716	0	0	0	0.02492	0.00137	0.40457	0.03006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172	0	0	0	0	0.00024	0	0	0	0	0	0.00021	0	3.00E-005	0.00072	0	1.92513	1.66638	0	0.01505	0.43156	0	0	0	4.50E-004	0	0	0	0	0.01623	0.00235	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	0.00122	0.00165	0.00423	0	0	0.22049	0.00029	0	0.07105	0.02167	0.00246	0.01604	0	0	0	0	0	0.00132	0.00811	0.00078	0	0	0	0
247WI_MBS538_C_POST	0	0.00508	0	0	0	0	0	0	0.01577	0.01394	0	0.02535	0	0	0	0	0.0007	0.02244	0.01232	0.10926	0	0	0	0	0	0.06258	0.98077	1.79252	0.00574	0	0	0	6.54709	0.00156	0	0	0.00073	0.10988	0.01126	0	0.00184	0.00292	3.38635	0	0.00165	0	13.90419	4.30E-001	0	0.02392	18.7053	0.75689	0.00139	0	0	4.69011	2.82E+000	0.00045	0.00338	0	0.03656	8.02472	0	0.93329	0	0	0.23695	0	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0.00376	0	0	0	0	0.00189	0	0.00226	0.13333	4.11631	0	0	0.00984	0	0.19363	1.00606	0.14563	0	0.03863	0	0	1.80114	0	0	0	6.84148	0	0	0	0	1.00014	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0442	0	0	0	0.0012	0.00625	0	0.01214	0	0	0.00761	0.00055	0	0.00044	0	0	0.00068	0	1.36159	0	0	0	0.16891	0	0	0	0	0	0	0	0.00272	0.0015	0	0	0	0.00202	0.30693	0	0	0	0	0	0.00018	0.0006	0	0.00253	0	0.00036	0.76223	0.02075	0.02002	0	0	0	0	0	0	0.02103	0.00413	0	0	0	0.00178	0	0	0.13846	0	0	0	0.00728	0	0	0	0	0	0	0	0	0	0	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03186	0	0	0	0.34485	0.00263	3.96928	0	0.00114	0	0	0	0	0.00101	0	0	0	0	0	0	0	0.01325	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0	0	0	0	0.04554	0	0	0	5.00E-005	0.04285	0	0	0.00151	0.00405	0	7.3824	0.4534	0.00057	0.02609	1.42598	0	0	0	0.01236	0	0.00064	0	0	0.00831	0	0	0	0	0	0	0	0.00166	0.00021	0.00445	0.00169	0	0	0.00013	0.00026	0	0.00301	0.00884	0	0.16616	0	0	0.74897	0.01208	0.00904	0.02821	0.0001	0	0	0	0.00373	0.00055	0.00529	0.00477	0	0	0	0
276AQ_MBS086_A_INITIAL	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0	0	0.74181	13.68345	1.4863	0	0	0	0.00E+000	0	0	0	0.00166	0.01415	0	0	0	0	2.70037	0.33924	5.30E-004	0.00033	0.01797	0.0447	4.12749	0.00129	0.00386	9.44424	0.43871	0	9.59752	0.00589	5.0389	0.04441	5.18701	0.10799	5.0629	1.64423	0.41936	0	0	0.37386	0.00242	0.00062	0	0	0.83463	0.03584	0	0.00304	0	0.05927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00583	0	0.00345	0	1.21552	0	0	0.01706	0	0.00378	0	0.04	0	0.00048	0	0	0.00504	0	0.00047	0	0.45261	0	0.00038	0	0	0.16053	0.03877	0.00946	0	0	0	0	0.00E+000	0	0	0	0	0	0	0	0	0.01763	0	0	0.07898	5.10E-002	0	0	0.05735	0	0	0.00543	0.00433	0	0	0	0	0	0	4.51302	0	0	0.00016	0.01523	0.20016	0.04518	0	0	7.39404	0.00054	0.00402	0.22008	0	0	0	0	0	0	0	0	0	0	0	0.00268	0	0	0	0	0	0.02194	7.60825	0	9.27E-003	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81625	0	0	0.00998	0.03096	0.16077	0.24827	0.01135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0.09548	0.04093	0	0	0	0	0.00099	9.11269	1.33407	0	0.17849	2.9029	0	0	0	0.00884	0	0.00171	0.00038	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01025	0	0	0.00352	0	0	0	0.00642	0	0.00013	0	0	0	0.0032	0	0	0	0	0
276AQ_MBS091_B_CLOSING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00915	16.22313	4.54367	0	0	0	0	0	0	0	0.00014	0.00025	0	0	0	0	1.30846	0.27748	0.0003	0.0003	0.01154	0.16012	1.78268	0.00104	0.00359	20.76756	0.26407	0	1.83384	0.0043	13.86477	0.03083	0	0.08285	11.66409	0.60163	0.01052	0	0	0	0.00291	0	0	0	1.95363	0	0	0.05943	0	0.00707	0.02346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00678	0.0017	1.56326	0	0	0.04877	0	0.30799	0	0.0146	0.00451	0	0	0	0.00431	0	0.00647	0	0.05902	0	0	0	0	0.20598	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03165	0	0	0	0	0	0	0.15691	0	0	0	0	0	0	0	0	0	0	0.43101	0	0.09687	0	0	0.16345	0	0	0	5.16339	0	0.11317	3.40763	0	0	0	0	0	0	0	0	0	0	0	0.04586	0	0	0	0	0	0.01218	0.20657	0.15456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24523	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	2.11606	0	0	0.02486	0.02397	0.17584	0.17593	0.09525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00621	0	0	0	0	0	0	0	0	0.02149	0.02785	0	0	0	0	0.0017	2.24213	1.63566	0	0.00412	5.48455	0	0	0	0	0	0	0	0	0.00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0
276AQ_MBS095_C_POST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00604	6.66775	3.27614	0	0	0	0	0	0	0	2.00E-005	0.00016	0	0	0	0	1.04559	0.01052	0.00027	0.00044	0.02609	0.20584	1.693	0.00017	0.00367	1.43527	0.11936	0	8.82457	0.00654	18.4211	0.00665	0	0.16756	4.00341	0.51846	2.16848	0	0	0	0.00207	0	0	0	0.89701	0	0	0.0602	0	0.00526	0.0481	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0.00174	0	0.00097	0	0.00698	0	0	0.0121	0	0.00786	0	0.00539	0.00707	0	0.00051	0	0.01725	0	0	0	0.37755	0	0	0	0	0.13054	0.13009	0.64928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03662	0	0	0.13203	0.37127	0	0	0.05196	0	0	0.0008	0.00227	0	0	0	0	0	0	0.58246	0	0	0.95574	0.37926	0.01902	12.46478	0	0	14.89008	0.0171	0.14382	1.83002	0	0	0	0	0	0	0	0	0	0	0	0.00368	0	0	0	0	0	0.0204	1.67698	0.1406	0.00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15358	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38033	0	0	0.00176	0.00501	0.04244	1.52966	0.03228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0.57083	2.15969	0	0	0	0	0.00479	7.20351	0.15217	0.0002	0.30029	0.76164	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00736	0	0	0	0	0	0	0	0	0	0	0
276AQ_MBS100_C_POST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00878	12.34769	19.08452	0	0	0	0	0	0	0	0	0	0	0	0	0	14.11005	0.00287	0.00017	0	0.16732	0.07737	0.65129	0	0.00195	0.4697	0.24961	0	4.88851	0.00455	6.08634	0.01177	4.98734	0.08823	3.24985	0.89285	0.0979	0	0	0	0.00205	0	0	0	0.20058	0	0	0.00454	0	0	0.02292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01337	0.00852	0	0	0.0038	0	0.0008	0	0.00165	0.00355	0	0	0	0.01483	0	0.02575	0	0.05057	0	0	0	0	4.45839	0.07111	0.21598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01294	0	0	0.09598	0.07517	0	0	0.00023	0	0	0.09419	0	0	0.28647	0	0	0	0	1.7006	0	0	1.73276	0.07541	0.00012	0.09027	0	0	1.90845	0.0041	0.01134	0.39683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01561	0.48857	0	0.00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0.03566	0	0	0	0	0	0	0	0	0.00E+000	0	0	0	0	0.00E+000	0	0	0	2.74935	0	0	0	0.00291	0.02897	1.98213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22258	0.37741	0	0	0	0	0.00072	7.75698	0.07405	0.02254	0.04783	7.11827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0
