Index	s__Abiotrophia_defectiva	s__Acidaminococcus_fermentans	s__Actinomyces_odontolyticus	s__Actinomyces_oris	s__Actinomyces_viscosus	s__Aggregatibacter_aphrophilus	s__Aggregatibacter_segnis	s__Akkermansia_muciniphila	s__Alistipes_putredinis	s__Alistipes_shahii	s__Alistipes_unclassified	s__Anaerococcus_unclassified	s__Anaerofustis_stercorihominis	s__Anaerostipes_caccae	s__Anaerotruncus_colihominis	s__Atopobium_parvulum	s__Atopobium_rimae	s__Atopobium_vaginae	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_coprocola	s__Bacteroides_coprophilus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_helcogenes	s__Bacteroides_intestinalis	s__Bacteroides_ovatus	s__Bacteroides_pectinophilus	s__Bacteroides_plebeius	s__Bacteroides_salanitronis	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_unclassified	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Bifidobacterium_adolescentis	s__Bifidobacterium_angulatum	s__Bifidobacterium_animalis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bifidobacterium_unclassified	s__Bilophila_wadsworthia	s__Blautia_hansenii	s__Blautia_hydrogenotrophica	s__Blautia_unclassified	s__Brachyspira_unclassified	s__Brucella_ceti	s__Brucella_suis	s__Burkholderia_unclassified	s__Butyrivibrio_crossotus	s__Butyrivibrio_unclassified	s__Campylobacter_concisus	s__Campylobacter_gracilis	s__Campylobacter_hominis	s__Candidatus_Carsonella_ruddii	s__Catenibacterium_mitsuokai	s__Cellulophaga_unclassified	s__Citrobacter_koseri	s__Citrobacter_unclassified	s__Clostridium_asparagiforme	s__Clostridium_bartlettii	s__Clostridium_bolteae	s__Clostridium_cf	s__Clostridium_hathewayi	s__Clostridium_hylemonae	s__Clostridium_leptum	s__Clostridium_methylpentosum	s__Clostridium_nexile	s__Clostridium_scindens	s__Clostridium_symbiosum	s__Collinsella_aerofaciens	s__Collinsella_intestinalis	s__Collinsella_stercoris	s__Collinsella_unclassified	s__Coprobacillus_bacterium	s__Coprococcus_catus	s__Coprococcus_comes	s__Coprococcus_eutactus	s__Deinococcus_unclassified	s__Desulfovibrio_desulfuricans	s__Desulfovibrio_piger	s__Dialister_invisus	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_lenta	s__Enterobacter_cancerogenus	s__Enterobacter_cloacae	s__Enterobacter_unclassified	s__Enterococcus_faecium	s__Enterococcus_unclassified	s__Escherichia_coli	s__Escherichia_fergusonii	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_limosum	s__Eubacterium_rectale	s__Eubacterium_siraeum	s__Eubacterium_ventriosum	s__Faecalibacterium_cf	s__Faecalibacterium_prausnitzii	s__Faecalibacterium_unclassified	s__Fusobacterium_mortiferum	s__Gardnerella_vaginalis	s__Gemella_moribillum	s__Gemella_unclassified	s__Gordonibacter_pamelaeae	s__Granulicatella_adiacens	s__Granulicatella_unclassified	s__Granulicella_unclassified	s__Haemophilus_influenzae	s__Haemophilus_parainfluenzae	s__Holdemania_filiformis	s__Klebsiella_pneumoniae	s__Klebsiella_unclassified	s__Lactobacillus_acidophilus	s__Lactobacillus_casei	s__Lactobacillus_delbrueckii	s__Lactobacillus_iners	s__Lactobacillus_paracasei	s__Lactobacillus_rhamnosus	s__Lactococcus_lactis	s__Leuconostoc_gasicomitatum	s__Leuconostoc_unclassified	s__Marvinbryantia_formatexigens	s__Megamonas_hypermegale	s__Megasphaera_micronuciformis	s__Methanobrevibacter_smithii	s__Methanobrevibacter_unclassified	s__Methanosphaera_stadtmanae	s__Mitsuokella_multacida	s__Mycobacterium_unclassified	s__Neisseria_unclassified	s__Odoribacter_splanchnicus	s__Oribacterium_sinus	s__Oxalobacter_formigenes	s__Parabacteroides_distasonis	s__Parabacteroides_johnsonii	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Parvimonas_micros	s__Peptoniphilus_unclassified	s__Peptostreptococcus_anaerobius	s__Peptostreptococcus_unclassified	s__Phascolarctobacterium_unclassified	s__Porphyromonas_asaccharolytica	s__Porphyromonas_uenonis	s__Prevotella_bergensis	s__Prevotella_bivia	s__Prevotella_buccae	s__Prevotella_buccalis	s__Prevotella_copri	s__Prevotella_disiens	s__Prevotella_marshii	s__Prevotella_multiformis	s__Prevotella_oralis	s__Prevotella_timonensis	s__Prevotella_veroralis	s__Propionibacterium_acnes	s__Propionibacterium_freudenreichii	s__Propionibacterium_unclassified	s__Pseudoflavonifractor_capillosus	s__Pseudomonas_aeruginosa	s__Pseudomonas_unclassified	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Roseburia_unclassified	s__Rothia_dentocariosa	s__Rothia_mucilaginosa	s__Rothia_unclassified	s__Ruminococcus_albus	s__Ruminococcus_bromii	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_obeum	s__Ruminococcus_torques	s__Salmonella_typhimurium	s__Selenomonas_unclassified	s__Shigella_boydii	s__Shigella_dysenteriae	s__Shigella_sonnei	s__Slackia_unclassified	s__Solobacterium_moorei	s__Streptococcus_australis	s__Streptococcus_cristatus	s__Streptococcus_gallolyticus	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_mitis	s__Streptococcus_mutans	s__Streptococcus_oralis	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_sanguinis	s__Streptococcus_thermophilus	s__Streptococcus_vestibularis	s__Subdoligranulum_variabile	s__Sutterella_wadsworthensis	s__Turicibacter_unclassified	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_unclassified	s__Victivallis_vadensis
P38C90	0	0	0.00054	0	0	0	0	0	21.17906	8.66537	0	0	0	0	0	0	0	0	2.22615	3.25834	0	0	0.07395	0.09009	5.60399	0	0.00332	0.00326	0.05521	0	0	0	2.47214	0.01446	2.42702	0.2313	18.37744	0.53277	0	0	0	0	0	0	0	0.0347	0	0	0.04735	0	0	0.04118	0	0	0	0	3.49537	0	0	0	0	0	0	0	0	0	0.02199	0	0.00638	0.00166	0.00574	0	0.01275	0.00272	0	0	0.00248	0.07355	0	0	0	0	0.04982	0.0183	9.49319	0	0.09121	0.44908	0	0.07357	0.01243	0.00197	0	0	0	0	0	0	0	0	1.57018	0.04121	0	3.38464	0	0.01507	0.65628	2.99402	0.11412	0	0	0	0	0.01169	0	0	0	0	0.14697	0.11914	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	1.25385	0	0	0.01138	0	1.92461	0.05943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01682	0	0.00022	0.05902	0	0	0.00059	0.71516	0	0	0	0	0.00098	0.01867	0	0	0.08124	1.3528	0	0	0	0	0	0	0	0.00374	0	0	0	0	0.00771	0	0	0.08307	0.04861	0	0.00037	0.00101	0.01486	6.07765	0	0.00721	0.00484	0.0216	0.03088	0
P3E0	0	0	0.00169	0	0	0	0	0	0.00798	3.72548	0.89227	0	0	0	0.00863	0	0	0	8.76079	0.00077	0	0	4.44538	11.29445	0.26296	0.00115	0.00657	0.02007	0.25443	0	0	0.00201	0.02043	0.44667	14.22334	1.59462	0.02572	2.50133	0.06939	0	0	0	0	0	0	0	0	0	0	0	0	0.06233	0	0	0	0	0	0.01026	0	0	0	0	0	0	0	0	0.00463	0	0.00139	0.00334	0.0001	0	0.00994	0	0	0	0	0.56594	0	0	0	0	0.04262	0.10363	0	0	0.00199	0	0	0.07314	0.13814	0.02372	0	0	0	0	0	0.01314	0	0	6.52863	0.01166	0	0.41633	0.50685	0	4.02255	5.33229	0	0	0	0	0	0.10563	0	0.00103	0	0	0.07192	0.10661	0	0	0	0	0	0	0	0	0.02025	0	0	0	0	0	0	0	0	0	0	0	3.70047	0	0	0.00058	0.2939	7.70115	0	0	0	0	0	0	0	0	0	0.00553	0	0	0.35189	0	0	0	0	0	0	0	0	0	0.00391	0.00583	0	0	0.98816	0	0	0	0	0	0	0.00732	0.86555	0.0455	0.00284	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0.00157	0	0.10203	0.04221	0	0	0	0.02132	18.74324	0	0.03108	0.08341	0.13184	0.10727	0
P3E7	0	0	0	0	0	0	0	0	0.0037	2.81116	0.43737	0	0	7.00E-05	0.00685	0	0	0	11.96959	0.00773	0	0.00035	0.78318	3.3432	2.03404	0.0028	0.00819	0.20707	0.39168	0	5.00E-05	0.00227	0.02281	0.65182	26.10858	1.78774	0.07362	1.51531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01322	0	0	0	0	0	0.00698	0	0	0	0	0	0	0	0	0.32492	0	0.57255	0.00389	0.06572	0	0.03062	0	0	0	0.04173	0.02337	0	0	0	0.02046	0.01041	0.10791	0	0	0.00121	0	0	0	0.05378	0.15408	0	0	0	0	0	0.00164	0	0	2.82354	0.00138	0	0	5.9639	0	7.85892	4.09811	0	0	0	0	0	0.06497	0	0	0	0	0.19175	0.1449	0	0	0	0	0	0	0	0.01879	0	0	0	0	0	0	0	0	0	0	0.00143	0	2.27612	0	0	0.00012	3.49763	7.01743	0.16846	0	0	0	0	0	0	0	0	0	0	0	0.04657	0	0	0	0	0	0	0	0	0	0.0238	0.00136	0	0.00658	0.01228	0	0	0.00085	0	0	0	0	0.3164	0.12231	0.03281	0	0	0	0	0	0.00983	0	0	0	0	0	0	0	0	0	0.0038	0	0	0.11276	0	0.00707	11.55672	0	0	0	0	0.00083	0
P3E90	0	0	0	0	0	0	0	0	0.01387	2.82747	0.13739	0	0	0	0.00918	0	0	0	7.9145	0.00271	0.00089	0.00192	3.04414	31.64922	0.24273	0.00892	0.02864	0.04948	0.17993	0	0.00215	0.00803	0.04838	0.22868	6.7623	2.26902	0.05258	1.24241	0.00293	0	0	0	0	0	0	0	0	0.00165	0	0	0.00114	0.05463	0	0	0	0	0	0.00447	0	0	0	0	0	0.00465	0	0	0.00262	0	0.01315	0.00389	0.00919	0	0.01083	0	0	0	9.00E-05	0.18521	0	0	0	0	0.02067	0.22081	0.00124	0	0.00757	0	0.02489	0.0896	0.7755	0.00379	0	0	0	0	0	0.00098	0	0	1.49199	0.00167	0	0.3395	8.5721	0.00136	2.44359	4.20463	0	0	0	0	0	0.02909	0	0	0	0	0.10212	0.12409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	2.38697	0	0	0.00205	0.29692	8.26721	0	0	0	0	0	0	0	0	0.00039	0.01497	0.00111	0	0.40185	0	0.00014	0	0	0	0	0	0	0	0.00563	0	0	0.50768	0.05745	0	0	0	0	0.00033	1.46052	0.0099	0.48506	0.03668	0.01384	0	0	0	0	0	0.00375	0	0	0	0	0	0	0	0	0	0.03301	0.00436	0	0	0	0.02935	10.25728	0	0.00873	0.03767	0.08504	0.08016	0
P4E0	0.0016	0	0.0065	0	0.00065	0	0	0.00028	0	0	0	0.00033	0	0	0	0.00498	0.00069	0	0	0	0	0	0	0	0.00025	0.00147	9.00E-05	0	0.42675	0	0	0	0	0	1.65888	0.21148	0.96914	0.30037	0	0	0	0	0	0	0	0.3261	0	0	0.06304	0	0	0.00433	0	0	0	0	0	0.00146	0	0.00031	0	0	0	0	0	0	0.00109	0	0.0116	3.00E-05	0	0	0.00021	0	0	0	0.00158	0	0	0	0	0	0	0.73982	0	0	0.00357	0	13.30071	0.03669	0.05792	0.01947	0	0	0	0	0	0.01096	0	0	0.04382	0	0	0.68875	0	0	1.20668	0.46559	0.87263	0	0	0	0	0.00059	0	0.00062	0	0	0.09853	0.00604	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0.00085	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	77.46186	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.08697	0.2425	0	0	0.00034	0.00022	0	0	0.01041	0.41656	0.00766	0.01593	0	0	0	0	0	0	0.0005	0.00157	0	0	0	0	0	0	0	0.02426	0.00493	0.0018	0.00211	0	0.00218	0	0	0.01156	0.03672	0.04963	0.07363	0
P4E7	0	0	0	0	0	0	0	0.3923	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	0	0.00036	0	0.00016	0	2.92198	0	0	0	0	0	6.04228	1.06765	2.82668	0.97359	0	0	0	0	0	0	0	0.04141	0	0	0.06824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0.75508	0	0.00112	0	0	0	0	0	0.05233	0	0	0	0	0.01904	0	0.00054	0	0	0.00692	0	0	0	0	0.00146	0	0	0	0	0	3.35592	0	0	0	0	0	0	0	0	0.47299	0.29293	0.37916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0.00135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	80.26813	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0	0.00892	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0	0	0	0	0.00079	0	0.00059	0.03351	0	0	0	0	0	0	0	0.00059	0
P4E90	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0.00043	0	0.00086	0.00016	0	0.0045	2.00E-05	0.00113	0.00103	0.00123	55.97789	0.00554	0.32482	0.01051	0.00014	5.1532	0	0.00096	0.00169	0.01172	0	0	13.03594	3.67973	4.128	0	0	0	0	3.00E-05	0	0	0.32905	0	0	0	0.00515	0.00242	0.02268	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0.00123	0.00475	0	0.09771	0.00022	0.00307	0	0	0	0	0.00232	0.00227	0	0	0	0	0	0	0.04826	0	0	0.00406	0	12.043	0	0.02803	0.02745	0	0	0	0	0	1.17994	0	0	0	0.00014	0	2.22487	0	0	4.00E-05	0.07186	0.02296	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0.00017	0.00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.00547	0	0	0	0.00332	0	0	0	0	0	0	0.25448	0	0.00388	0.39367	0	0	0	0	0	0	0.0013	0.00014	0	0	0	0	0.00111	0	0	0.00428	0.00098	0.00129	0	0	0	0	0	0.00036	0.00135	0.84896	0	0
P5E0	0	0	0.00793	0	0	0	0	0	32.86919	1.35308	0	0	0	0	0.0002	0.00135	0	0	0	6.24627	0	0	0.00056	0	0.00095	0	0	0.02516	0.01029	0	0	0	0.00054	0	0	0	9.49816	20.3577	0	0	0	0.55104	0	0	0	0.07673	0.18477	0	0.39583	0	0	0.02274	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0.01202	0	0.08197	0	0.0166	0	0.08286	0	0	0	0.02004	1.11665	0	0.00299	0	0	0.01673	0.04962	0	0	0.02931	0	18.5106	0.27889	0.08749	0.06952	0	0	0	0	0	0.00262	0	0	0	0.01392	0	3.95443	0	0	0.00149	1.13978	0.06853	0.01687	0	0	0	0.04778	0	0	0	0	0	0.00319	0.01594	0.12835	0	0	0	0	0	0	0.00368	0	0	0	0	0	0	0	0	0	0.00123	0	1.15929	0.00051	0.0203	0	0	0	0.02051	0	0	0	0	0	0	0	0	0.00491	0	0	0	0	0	0	0	0	0	0	0	0	0.00612	0	0	0	0.4328	0	0	0	0	0	0	0.00772	0	0.04814	0.13361	0	0	0	0	0	0.00088	0	0.00262	0	0	0	0	0	0	0	0.01971	0.00521	0.00226	0.32249	0	0.00988	0.40395	0	0	0	0.00955	0.00378	0
P5E7	0	0	0	0	0	0	0	0	30.83947	1.17683	0	0	0.00266	0.0024	0.00065	0	0	0	0.00039	3.50688	0	0	0.0002	0.00029	0.0017	0	0	0.01651	0.02132	0	0	0	0.00092	0	0	0	24.22249	31.82362	0	0	0	0	0	0	0	0.00151	0	0.00707	0.76128	0	0	0.03221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24393	0	1.86943	0	0.02463	0	0.33039	0	0	0	0.07996	0.21445	0.0007	0.00734	0	0	0.00475	0.04225	0	0	0.06868	0	0	0.00911	0.00251	0.14324	0	0	0	0.00044	0.00608	0	0	0	0	0	0	0.10092	0	0	0	0.65041	0.2753	0.03636	0	0	0	0.00991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268	0	0	0	0	0	0	0	0	0	0	0	1.12381	0	0.01412	0	0	0	0.14773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03354	0	0	0	0	0	0	0	0	0	0	0.00105	0	0.01237	1.81336	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0.07891	0	0.00014	0.22406	0	0	0	0	0	0
P5E90	0	0	0.0022	0	0	0	0	0	12.97992	0.39732	0	0	0	0	0	0	0	0	10.91732	0.81442	0.00087	0.00143	0.00499	0.00285	0.02141	0.01961	0.00395	0.00934	0.40331	0	0.00089	0.00126	0.00564	0.08061	0	0.29999	32.21655	7.26159	0	0	0	0.15225	0	0	0	0.01058	0.07953	0	0.34011	0	0	0.01706	0	0	0	0	0	0.00064	0	0	0	0	0	0	0	0.03436	0.00196	0	0.11941	0	0	0	0.01995	0	0	0	0	0.43815	0.00053	0.00574	0	0	0.00827	0.0268	0	0	0.02195	0	10.97452	0.12477	0.05631	0.01043	0	0	0.00493	0	0	15.01257	0.00054	0	4.00E-05	0	0	1.11698	0	0	0	0.07665	0	0.35592	0	0	0	0.00057	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0.02786	0	0	0	0	0	0	0	0	0	0	0	2.17921	0	0.00475	0	0	0.00177	0.06217	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0.00559	0	0	0	0	0	0	0	0	0.58419	0	0.02672	0.41079	0	0	0	0	0	0	0	0.00411	0	0	0	0	0.00383	0	0	0.03227	0.00509	0	0.29444	0	0	0.33759	0	0.06448	0.14932	0.82917	0.46521	0
P6C0	0	0	0.00288	0	0.00031	0	0	0	25.83955	6.80903	0	0	0	0	0.12859	0	0	0	4.6274	0	0	0	0.0019	0.05267	0.00728	0	0.00319	1.34071	0.00637	0	0	0	0.31479	0	0	21.70526	0	1.36377	6.58153	0	0.47436	0.64319	0	0.00711	0.00091	0.90464	0.89611	0	2.93111	0	0.00066	0.02041	0	0	0	0	0	0.00696	0	0	0	0	0	0	0	0	0.06174	0	0.00692	0.04186	0.00539	0.00173	0.35167	0.00377	0	0.05662	0.00712	1.06487	0	0	0	0	0	0.10228	0	0	0.20351	0	0	0.12197	0.37327	0.02356	0	0	0	0	0	0.02507	0	0.01086	1.61438	0.05978	0.00064	3.31482	4.93678	0.0012	0.62222	5.63407	0.50082	0	0	0	0	0.16376	0	0	0	0	0	0.01655	0	0	0	0	0.00303	0	0	0	0.09467	0	0	0	0	0	0.19333	0.01088	0	0	0.00142	0	1.39916	0	0	0.08373	0	2.1835	0.6735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03712	0	0	0.00849	0.07485	0	0	0.01732	0.00219	0	0.59907	0.01146	0	0.08933	0.1416	0	0	0	0	0.23878	0.00784	0	0	0	0.0035	0	0	0	0.00626	0	0.03335	0.03865	0.00064	0	0	0.00762	0	0	0	0.00287	0.01045	0.00994	0
P6C7	0	0	0.00735	0.00062	0.00166	0	0	0	23.45732	7.98424	0	0	0	0	0.11762	0.00223	0.00013	0	6.147	0	0	0	0.0014	0.08253	0.00904	0	0.00283	0.15473	0.00224	0	0	0	0.3909	0	0	13.18829	0.00032	0.86771	9.23751	0.00029	0.12133	1.05725	0.00151	0.01039	0.00492	4.8773	1.9442	0	2.94851	0	0.00213	0.04956	0	0	0	0	0	0.00336	0	0	0	0	0	0	0	0	0.04662	0	0.01511	0.07999	0.00538	0.00355	0.24392	0.00401	0	0.0865	0.0076	2.15391	0	0.00021	0	0	0	0.1953	0	0	0.20514	0	0	0.24209	1.20558	0.06529	0	0	0	0	0	0.15413	0	0.00952	0.32193	0.29461	0.00186	4.56605	2.83927	0.00033	0.49329	1.96912	0.01882	0	0	0	0	0.25381	0	0	0	0	0	0.01242	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0	0.38413	0.03266	0	0	0.0022	0	1.67259	0	0	0.09468	0	4.43948	1.32421	0	0	0	0	0	0.0001	0.00439	0	0	0	0	0	0.00879	0	0	0	0	0	0	0	0	0.03033	0	0	0.0033	0.10703	0	0.00319	0.02738	0.0033	0	2.29941	0.05115	0	0.33006	0.35724	0	0	0	0	0.18868	0.01735	0	0	0	0	0	0	0	0.09374	0	0.05286	0.19051	0.00217	0.01057	0.02526	0.0097	0	0	0	0.00121	0.01769	0.00791	0
P6C90	0	0	0.00168	0	0	0	0	1.01239	27.66142	4.96108	0	0	0	0	0.11138	0.00077	0	0	2.92211	0.00022	0.00047	0.00076	0.0074	0.0698	0.01946	0.00092	0.01476	1.56711	0.01223	0	0.00119	0.00157	0.27891	0	0	25.04238	0.01036	2.24956	0.83796	0	0	0.24515	0.00011	0.00585	0.0007	0.42124	1.31595	0	2.70314	0	0.00446	0.05923	0	0	0	0	0	0.01152	0	0	0	0	0	0.00081	0	0	0.03167	0	0.00414	0.02698	0.00041	4.00E-05	0.04804	0.00108	4.00E-05	0.01362	0.01095	0.70057	0	0.0006	0	0	0	0.17243	0	0.00079	0.20122	0	0.00061	0.10325	0.5995	0.01629	0	0	0	0	0	0.11222	0	0.00053	1.05173	0.05609	0.00144	7.52644	2.42947	0.00087	0.42876	3.65677	0.13707	0	0	0	0	0.04231	0	0	0.00123	0	0.00652	0.02398	0	0	0	0	0	0	0	0	0.00674	0	0	0	0	0	0.08952	0.00613	0	0	0.00186	0	3.33605	0	0	0.08872	0.00057	3.82272	0.93984	0	0.00088	0	0	0.00017	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03385	0	0	0.00481	0.15781	0	0	0.04542	0	0.00304	1.25242	0.04703	0	0.13467	0.38888	0	0	0	0	0.35622	0.00512	0	0	0	0	0	0	0.00419	0.0042	0	0.03523	0.05683	0	0.01799	0.01253	0.01022	0	0	0.01302	0.0121	0.04331	0.03225	0
P7C0	0	0	0.00407	0	0	0	0	8.63162	37.91621	4.5496	0	0.00119	0	0	0.00685	0	0	0	0.96469	0.15633	0	0	0.00739	0.0082	0.01179	0.01498	0.00026	0.04368	0.09621	0	0	0	8.06799	0.00198	0	0.16432	1.61242	0.17521	0.00189	0	0.01867	0	0	0	0	0.28881	0.00014	0	0.16917	0	0	0.02705	0.0002	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0.01725	0	0.00992	0.00904	0.02328	0	0.11832	0	0	0	0	0.20863	0	0	0	0	0.01525	0.06217	0.00034	0	0.19903	0.69313	0	0.09117	0.02562	5.00E-05	0	0	0	0	0	0.08172	0	0	1.10759	0.00617	0	4.80539	0.12837	0.03237	1.29507	5.3149	3.18109	0	0	0	0	0.09327	0	0	0	0	0.01807	0.06007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45534	0	0.28338	0	2.11598	8.62529	0.82456	0	0	0	0	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478	0	0	1.98841	2.72421	0	0	7.00E-05	0	0	0.18661	0.00442	2.07796	0.01885	0.01018	0	0	0	0	0	0.00928	0	0	0	0	0	0	0	0	0	0.00339	0.00141	0	0	0	0.01199	0.00038	0	0	0.00402	0.02138	0.00673	0.0633
P7C7	0	0	0.00308	0	0	0	0	15.0832	46.65581	5.40741	0	0	0	0	0.01093	0.00158	0	0	0.43118	0.17576	0	0	0.01628	0.00438	0.01067	0.00511	0.00023	0.25489	0.06515	0	0	0	1.25328	0.00376	0	0.71827	3.1144	0.17258	0.07248	0	0.01397	0	0	0	0	0.3476	0.03043	0	0.56211	0	0	0.02412	0.00305	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0.01248	0	0.0016	0.01565	0.0144	0	0.02394	0	0	0	0	0.17253	0	0	0	0	0.0135	0.05415	8.00E-05	0	0.40597	1.45894	0	0.0621	0.01026	0	0	0	0	0	0	0.02411	0	0	0.18921	0.01788	0	4.65593	0.15884	0.02142	0.57276	2.16188	1.15471	0	0	0	0	0.05588	0	0	0	0	0.18621	0.04099	0	0	0	0	0	0	0	0	0.08937	0	0	0	0	0	0	0	0	0	0	0	0.33379	0	0.39862	0	1.79022	5.76962	0.11644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00786	0	0	0.80105	1.09819	0	0	0	0	0	0.60641	0.00098	2.75519	0.01125	0.0049	0	0	0	0	0	0.00577	0	0	0	0	0	0	0	0	0	0.00942	0	0	0	0	0.01394	0.00018	0	0.01194	0.01904	0.05074	0.12109	0.05285
P7C90	0	0	0.00273	0	0	0	0	14.25158	32.07963	3.5384	0	0	0	0	0.0203	0.00067	0	0	1.52944	0.67103	0	0.00071	0.02394	0.04054	0.02285	0.01959	0.00964	0.57285	0.07955	0	0.00077	0.00069	7.33856	0.02215	0.46527	2.20577	7.96402	0.10637	0.22568	0	0	0	0	0.00051	0	0.42821	0.29377	0	0.15176	0	0	0.07355	0.00604	0	0	0	0	0.00534	0	0	0	0	0	0	0	0	0.01139	0	0	0.01236	0.00703	0	0.03108	0	0	0	0	0.23197	0	0	0	0	0.04855	0.20723	0.00718	0.00101	0.4556	1.26414	0.00058	0.07799	0.03548	0.00036	0	0	0	0	0	0.02278	0	0.00295	0.08365	0.04663	0	3.60862	0.39746	0.07392	0.47028	3.62407	0.75189	0	0	0	0	0.09142	0	0	0	0	0.00953	0.0693	0	0	0	0	0	0	0	0	0.00273	0	0	0	0	0	0	0	0	0	0.00121	0	1.94228	0	0.36044	0.0001	0.60898	9.17035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01493	0	0	0.77552	1.42875	0	0	0.00216	0.00504	0.00189	0.38969	0.00094	0.54298	0.03617	0.01671	0	0	0	0	0	0.0222	0	0	0	0	0	0	0	0	0	0.01702	0.00442	0	0.00768	0	0.01839	0.00217	0	0.0334	0.02755	0.19756	0.45811	0.02925
