Index	s__Abiotrophia_defectiva	s__Acidaminococcus_fermentans	s__Actinomyces_odontolyticus	s__Actinomyces_oris	s__Actinomyces_viscosus	s__Aggregatibacter_aphrophilus	s__Aggregatibacter_segnis	s__Akkermansia_muciniphila	s__Alistipes_putredinis	s__Alistipes_shahii	s__Alistipes_unclassified	s__Anaerococcus_unclassified	s__Anaerofustis_stercorihominis	s__Anaerostipes_caccae	s__Anaerotruncus_colihominis	s__Atopobium_parvulum	s__Atopobium_rimae	s__Atopobium_vaginae	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_coprocola	s__Bacteroides_coprophilus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_helcogenes	s__Bacteroides_intestinalis	s__Bacteroides_ovatus	s__Bacteroides_pectinophilus	s__Bacteroides_plebeius	s__Bacteroides_salanitronis	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_unclassified	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Bifidobacterium_adolescentis	s__Bifidobacterium_angulatum	s__Bifidobacterium_animalis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bifidobacterium_unclassified	s__Bilophila_wadsworthia	s__Blautia_hansenii	s__Blautia_hydrogenotrophica	s__Blautia_unclassified	s__Brachyspira_unclassified	s__Brucella_ceti	s__Brucella_suis	s__Burkholderia_unclassified	s__Butyrivibrio_crossotus	s__Butyrivibrio_unclassified	s__Campylobacter_concisus	s__Campylobacter_gracilis	s__Campylobacter_hominis	s__Candidatus_Carsonella_ruddii	s__Catenibacterium_mitsuokai	s__Cellulophaga_unclassified	s__Citrobacter_koseri	s__Citrobacter_unclassified	s__Clostridium_asparagiforme	s__Clostridium_bartlettii	s__Clostridium_bolteae	s__Clostridium_cf	s__Clostridium_hathewayi	s__Clostridium_hylemonae	s__Clostridium_leptum	s__Clostridium_methylpentosum	s__Clostridium_nexile	s__Clostridium_scindens	s__Clostridium_symbiosum	s__Collinsella_aerofaciens	s__Collinsella_intestinalis	s__Collinsella_stercoris	s__Collinsella_unclassified	s__Coprobacillus_bacterium	s__Coprococcus_catus	s__Coprococcus_comes	s__Coprococcus_eutactus	s__Deinococcus_unclassified	s__Desulfovibrio_desulfuricans	s__Desulfovibrio_piger	s__Dialister_invisus	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_lenta	s__Enterobacter_cancerogenus	s__Enterobacter_cloacae	s__Enterobacter_unclassified	s__Enterococcus_faecium	s__Enterococcus_unclassified	s__Escherichia_coli	s__Escherichia_fergusonii	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_limosum	s__Eubacterium_rectale	s__Eubacterium_siraeum	s__Eubacterium_ventriosum	s__Faecalibacterium_cf	s__Faecalibacterium_prausnitzii	s__Faecalibacterium_unclassified	s__Fusobacterium_mortiferum	s__Gardnerella_vaginalis	s__Gemella_moribillum	s__Gemella_unclassified	s__Gordonibacter_pamelaeae	s__Granulicatella_adiacens	s__Granulicatella_unclassified	s__Granulicella_unclassified	s__Haemophilus_influenzae	s__Haemophilus_parainfluenzae	s__Holdemania_filiformis	s__Klebsiella_pneumoniae	s__Klebsiella_unclassified	s__Lactobacillus_acidophilus	s__Lactobacillus_casei	s__Lactobacillus_delbrueckii	s__Lactobacillus_iners	s__Lactobacillus_paracasei	s__Lactobacillus_rhamnosus	s__Lactococcus_lactis	s__Leuconostoc_gasicomitatum	s__Leuconostoc_unclassified	s__Marvinbryantia_formatexigens	s__Megamonas_hypermegale	s__Megasphaera_micronuciformis	s__Methanobrevibacter_smithii	s__Methanobrevibacter_unclassified	s__Methanosphaera_stadtmanae	s__Mitsuokella_multacida	s__Mycobacterium_unclassified	s__Neisseria_unclassified	s__Odoribacter_splanchnicus	s__Oribacterium_sinus	s__Oxalobacter_formigenes	s__Parabacteroides_distasonis	s__Parabacteroides_johnsonii	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Parvimonas_micros	s__Peptoniphilus_unclassified	s__Peptostreptococcus_anaerobius	s__Peptostreptococcus_unclassified	s__Phascolarctobacterium_unclassified	s__Porphyromonas_asaccharolytica	s__Porphyromonas_uenonis	s__Prevotella_bergensis	s__Prevotella_bivia	s__Prevotella_buccae	s__Prevotella_buccalis	s__Prevotella_copri	s__Prevotella_disiens	s__Prevotella_marshii	s__Prevotella_multiformis	s__Prevotella_oralis	s__Prevotella_timonensis	s__Prevotella_veroralis	s__Propionibacterium_acnes	s__Propionibacterium_freudenreichii	s__Propionibacterium_unclassified	s__Pseudoflavonifractor_capillosus	s__Pseudomonas_aeruginosa	s__Pseudomonas_unclassified	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Roseburia_unclassified	s__Rothia_dentocariosa	s__Rothia_mucilaginosa	s__Rothia_unclassified	s__Ruminococcus_albus	s__Ruminococcus_bromii	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_obeum	s__Ruminococcus_torques	s__Salmonella_typhimurium	s__Selenomonas_unclassified	s__Shigella_boydii	s__Shigella_dysenteriae	s__Shigella_sonnei	s__Slackia_unclassified	s__Solobacterium_moorei	s__Streptococcus_australis	s__Streptococcus_cristatus	s__Streptococcus_gallolyticus	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_mitis	s__Streptococcus_mutans	s__Streptococcus_oralis	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_sanguinis	s__Streptococcus_thermophilus	s__Streptococcus_vestibularis	s__Subdoligranulum_variabile	s__Sutterella_wadsworthensis	s__Turicibacter_unclassified	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_unclassified	s__Victivallis_vadensis
P15E90	0	0	0	0	0	0	0	0.00723	0.87238	1.60156	0	0	0	0	0.03088	0	0	0	1.56656	2.65001	0.00042	0.00073	0.04809	0.12519	6.05253	0	0.00333	0.00075	0.01089	0	0	0.00017	18.23869	0.15352	5.28771	15.32542	10.02697	1.38389	0.00891	0	0.10043	0	0	0.00937	0	0.39216	0	0	0.41953	0	0	0.06334	0	0	0	0	0	0.0136	0	0	0	0	0	0	0	0	0.03201	0	0.00986	0.01321	0	0	0.08878	0	0	0.00081	0	0.17598	0	0	0	0	0	0.20093	0	0	0.02411	0	6.71084	0.04344	0.03037	0.00738	0	0	0	0	0	0	0	0.00206	1.01529	0.01735	0	1.11737	0.27754	0.0733	0.62168	2.88748	1.81833	0	0	0	0	0.01838	0	0	0	0	0.01993	0.0067	0	0	0.01971	0.00214	0	0	0	0	0	0	0	0	0	0	0.01733	0	0	0	0	0	1.73942	0	0	0.27083	6.00E-05	3.05474	0.14821	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0.00532	0	0	0.36713	3.61294	0	0	0	0	0	0	0	0.5473	0.06514	0.3074	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0.00219	0.00418	0	0.7051	0	0.02634	9.46414	0	0.00314	0	0.00932	0.00403	0
P17E0	0.00159	0	0	0	0	0	0	0	20.1205	7.22381	0.05978	0	0	0	0.06562	7.00E-05	0	0	3.16734	0	0	5.53298	0.20943	19.13736	0.01992	0	0.0009	8.79154	1.45969	0	0	0	0.00273	0.01075	0	0.23212	3.21341	3.57778	0	0	0	0	0.00061	0	0	1.92359	0	0	0.80524	0	0	0.03838	0	0	0	0	0	0	0	0	0	0	0.11617	0	0	0	0.02473	0.00036	0.05388	0.00896	0.00126	0	0.00809	0	0	0.00209	0.02454	0.93007	0	0	0	0	0.02254	0.01072	0	0	0.03931	0	0.03367	0.04717	0.0858	0.02865	0	0.03666	0	0	0	0.04352	0	0.03989	0.24394	0.06743	0	2.47022	0.13848	0.05512	0.6294	1.61667	0.17811	0	0	0	0	0.00752	0	0	0	0	0.04546	0.07785	0.41657	0.08389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7281	0	0	0	0	5.88065	1.34282	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03229	0	0	0.07703	2.12121	0	0	0	0	0	2.24197	0	0.1669	0.02102	0.49458	0	0	0.00225	0	0	0	0.0016	0	0	0	0	0	0	0	0	0.02299	0.0226	0.00028	0	0	0.00566	0.61784	0	0	0	0.01998	0.0078	0
P17E7	0	0	0	0	0	0	0	0	12.47408	1.58603	0	0	0	0	0.02933	0	0	0	3.0879	0	0	0.00103	0.13133	0.41986	0.04429	0	0.00429	5.85642	6.42557	0	0	0	0	0	6.34107	0.02903	14.94248	2.73568	0	0	0	0	0	0	0	0	0	0	1.02531	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0.47102	0	0	0	0.07322	0	1.10937	0.00724	0	0	3.0289	0	0	0.0275	0	0	0	0	0	0	0.01073	0	0	0	0.04234	0	0	0	0	0.06599	0	0	0	0	0	0.02333	0	0	0.56443	0.0015	0	0.92596	1.69839	0	1.8761	9.28278	2.68281	0	0	0	0	0.00571	0	0	0	0	0	0.06879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74654	0	0	0	0	5.22471	0.91809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05166	0	0	3.24294	0.01159	0	0	0	0	0	9.71895	0.01973	0.04022	0.00117	2.06807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00538	0.83062	0	0	0	0	0	0
P17E90	0	0	0.00011	0	0	0	0	4.93895	25.93094	5.02509	0	0	0	0	0.03106	0	0	0	3.24492	2.00E-05	0	12.73929	0.15653	17.9915	0.32181	0	0.00342	4.83862	1.12347	0	0.00022	0.00017	0.00767	0.01877	0	0.29214	2.58361	3.79573	1.08965	0	0	0	9.00E-05	0	0	0.42161	0	0	0.37536	0	0	0.00488	0	0	0	0	0	0.00192	0	0	0	0	0.03289	0	0.00244	0	0.00702	0.00606	0.02259	0.00834	0.00315	0	0.03387	0	0	0	0.00344	0.28174	0	0	0	0	0.03723	0.01997	0	0	0.01934	0	0	0.0244	0.09618	0.02118	0	0.00042	0	0	0	0.00675	0	0.00033	0.21799	0.04304	0.00071	1.69164	0.05403	0.05323	0.40928	1.2437	0.21698	0	0	0	0	0.01641	0	0	0	0	0.03756	0.05298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90669	0	0	0	0	3.2632	0.58803	0	0.00237	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09365	0	0	0.024	0.28509	0	0	0	0	0.00031	3.04244	3.00E-05	0.06463	0.0218	0.09009	0	0	0	0	0	0.00037	0	0	0	0	0	0	0.00057	0	0	0.0197	0.01104	0.0014	0.00371	0	0.00709	0.96402	0	0	0	0.00209	0.00025	0
P18E0	0	0	0.00399	0	0	0	0	11.00538	0.05024	2.17796	0.84771	0	0	0	0.32777	0	0	0	1.04177	2.19488	0	0	0.51698	0.00038	0.00144	0.00284	0.00293	0.004	0.59934	0	0	0.00044	0.00055	0	0	2.66785	16.61731	0.01704	6.67944	0	0.02614	0	0.00017	0	4.00E-05	1.52114	0	0	0.89325	0	0.00118	0.01609	0	0	0	0	0	0.00178	0	0	0	0	0	0	0	0	0.0445	0.02801	0.12639	0.0023	0.05455	0	0.14721	0	0.00202	0	0.00752	1.01411	0.00185	0.01752	0	0	0.05185	0.16696	0	0	0.05039	0	27.86054	0.03439	0.17313	0.01061	0	0	0	0	0	0.02067	0	0	0	0.13673	0	4.80836	0.14617	0.04467	0.06367	1.03049	0.10591	0	0	0	0	0.09593	0	0.00125	0	0	0.00131	0.36199	0	0	0	0	0	0.00014	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0.3643	0.00042	0	0.00323	0.00022	5.35978	1.49039	0	0	0	0	0	0.00189	0	0	0.00056	0	0	0	0	0	0.01491	0	0.00155	0.02903	0	0	0	0.00804	0	0	0.00771	0.25623	0	0	0	0	0.00096	8.07299	0.02202	0.06181	0.08344	0.20838	0	0	0	0	0	0.00162	0	0.01528	0	0	0	0	0.00267	0	0	0.01923	0.01922	0.00212	0.0076	0	0.05626	0	0	0	0	0.03608	0.0102	0
P18E7	0	0	0	0	0	0	0	0	0.02346	0.42673	0.71917	0	0	0	0.02331	0	0	0	6.51352	17.64819	0	0	0.45912	0.00176	0.00823	0.00045	0.00647	0.02433	3.92521	0	0.00031	0.00101	0.00121	0	37.23127	6.41529	1.97658	0.01485	0	0	0	0	0	0	0	0.40481	0	0	0.93427	0	0.001	0.0064	0	0.0032	0.0009	0	0	0	0	0	0	0	0	0	0	0.00343	0.40526	0	3.90472	8.00E-05	0.12372	0	0.40625	0	0	0	0.28603	0	0	0	0	0.01383	0.00042	0.01022	0	0	0.05345	0	0	0	0.00327	0.0061	0.00031	0.93021	0	0	0	0.407	0	0	0	0	0	0	0.04198	0.02569	0.21169	1.73351	0.94702	0	0	0	0	0.01162	0	0	0	0	0.00126	0.14156	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0.00067	0	0.82132	0	0	0.10215	0.00035	8.41867	2.46361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01522	0	0	0.01336	0.00133	0	0	0	0	0	0	0.0066	0.00068	0.00045	1.52677	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.17764	0	0.00625	0	0	0	0	0	0	0
P18E90	0	0	0.00285	0	0	0	0	0.01789	0.11552	3.58313	2.49052	0	0	0	0.14459	0	9.00E-05	0	7.78576	5.11999	0	0	1.50818	0.00085	0.00347	0	0.00742	0.00982	1.79354	0	0	0.00068	0.00104	0	4.2036	6.62565	25.26152	0.01299	0.66851	0	0	0	0	0	0	0.8791	0	0	1.0193	0	0	0.03682	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0.01475	0.01601	0.01221	0.0007	0.02659	0	0.0138	0	0.00483	0	0.04536	0.4411	0.00026	0.00546	0	0	0.03551	0.10907	0	0	0.05395	0	13.0274	0.04826	0.08768	0.00354	0	0	0	0	0	0.14214	0	0	0	0.15356	0	3.14205	0.46929	0.03677	0.10757	3.08542	0.30556	0	0	0	0	0.05214	0	0.001	0	0	0.11783	0.43996	0.0058	0.00153	0	0	0	0	0	0	0.00889	0	0	0	0	0	0	0	0	0	0	0	2.50043	0	0	0.03293	0.00015	7.03491	1.77083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665	0	0	0	1.28534	0	0	0	0	0.00066	2.74775	0.02647	0.42891	0.05944	0.08535	0	0	0	0	0	0	0	0.04213	0	0	0	0.00103	0	0	0	0.0044	0.01423	0	0.02738	0.00123	0.02605	0	0	0.00512	0.01827	0.32742	0.23821	0
P19E0	0	0	0.006	0	0	0	0	33.57943	5.03186	3.47763	0	0	0	0	0.00978	0.00011	0	0	2.78731	0.00028	0	0	0.07158	0.00076	0.00368	0	0.00058	1.43706	0.00137	0	0	0	0.33367	0.00386	2.39773	0.24852	0.60065	0.30109	0.21498	0	0.00365	0	0	0	0	0	0	0	0.42758	0	0	0.05367	0	0	0	0	0	0.01174	0	0	0	0	0	0	0	0	0.05828	0.02235	0.0269	0.01912	0.00835	0	0.12332	0	0	0	0.04522	0.63677	0	0	0	0	0.06756	0.33349	0	0	0.47606	1.39459	0	0.08401	0.37995	0	0	0	0	0	0	0	0	0	2.19049	0.11938	0	1.18717	0.06713	0.273	0.54641	2.29817	0	0	0	0	0	0.01677	0.00047	0.00107	0	0	0.00406	0.16976	0	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	3.71266	0.23268	0	0	0.00118	0	0.67536	0.00401	0.03008	0.0296	0	1.29743	0.16938	0	0	0	0	3.48282	0.00137	0	0	0	0	0.0036	16.52752	0	0	0	0	0	0	0	0	0	0.00693	0	0	0.37168	1.42607	0	0	0.0001	0	0.00016	8.54558	0.00324	0.50764	0.1268	1.01223	0	0	0	0	0	0.01782	0.00239	0.01935	0	0	0	0	0	0	0	0.0657	0.10835	0.00375	0.01798	0.00777	0.00891	0.0046	0	0	0	0.00048	0.0007	0.00042
P19E7	0	0	0	0	0	0	0	32.22072	6.49275	4.80696	0	0	0	0	0.00914	0	0	0	1.89625	0	0	0	0.0622	0.00114	0.00409	0	0.00134	5.76825	0.00103	0	0	0	0.48213	0.00322	0.48085	0.02276	0.49593	0.17052	0.00146	0	0	0	0	0	0	0.03227	0	0	0.79748	0	0	0.02181	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0.68199	0	2.52555	0.03645	0.00363	0	0.1506	0	0	0	0.00578	0.00202	0	0	0	0	0.00585	0.07401	0	0	0.4623	1.47537	0	0.03083	0.001	0	0	0.03845	0	0	0	8.86631	0	0	1.00725	0.0047	0	0	0.04062	0.04866	0.61362	4.30195	0	0	0	0	0	0.00795	0	0	0	0	0	0.1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19014	0.12973	0	0	0	0	0.49906	0	0.02584	0.04855	0	2.23458	0.3526	0	0	0	0	1.71429	0	0	0	0	0	0	14.49728	0	0	0	0	0	0	0	0	0	0.01591	0	0	0.2169	0	0	0	0	0	0	1.92374	0	0.02525	0.01571	2.44444	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	0	0	0	0	0	0.28753	0	0.01041	0.01361	0	0	0	0	0	0.00158
P19E90	0	0	0.00778	0	0	0	0	12.04069	7.37761	4.49436	0	0	0	0	0.00317	7.00E-05	0	0	1.63496	0	0	0	0.0598	0.00179	0.00256	0	0.00041	0.31041	0.00022	0	0	0	0.7908	0.00736	0	1.85778	0.31315	0.22848	0.18326	0	0	0	0	0	0	0	0	0	0.05491	0	0	0.02318	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0.0138	0	0	0.0071	0	0	0.00265	0	0	0.00023	0.00018	0.3743	0	0	0	0	0.02639	0.15541	0	0	0.18687	0.55407	0	0.02042	0.10151	0	0	0	0	0	0	0	0	0	1.00569	0.00786	0	0.42224	0.01824	0.11328	0.4509	2.53817	0.12472	0	0	0	0	0.00549	0	0	0	0	0.0116	0.0894	0	0	0	0	0	0	0	0	0.00068	0	0	0	0	0	0.03289	0.00119	0	0	0.00076	0	1.47255	0	0.02174	0.01712	0	0.94913	0.06532	0	0	0	0	0.98948	0.00635	0.00036	0	0	0.00035	0.00763	58.88603	0	0	0.0002	0	0	0	0	0	0	0.00374	0	0	0.57817	0.59142	0	0	0	0	0.00014	0.00995	0.0024	0.29985	0.01372	0.15465	0	0	0	0	0	0.00057	0.00029	0	0	0	0	0	0	0	0	0.02868	0.0592	0	0.01076	0.00815	0.00559	0.12806	0	0.00785	0	0	0	0.00585
P1E0	0	0	0	0	0	0	0	22.87038	28.38725	5.91072	0	0	0	0	0.00366	0	0	0	0.76931	1.13648	0.02264	0	0.04818	3.03729	0	0	0.00044	0.00181	0.27094	0	0	0.00203	0.00684	0.02641	3.60385	0.39648	1.47516	0.00771	0	0	0	0.42927	0	0	0	4.55775	0.0998	0	1.88071	0	0	0.01701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56754	0	0.81268	0.0808	0.01944	0	2.45613	0	0	0.07572	0	0	0	0	0.02128	0	0.02027	0	0	0	1.03214	3.72396	0	0	0	0.0196	0	0	0	0	0	0.23297	0	0	0.0008	0	0.44529	0	1.74323	0	3.11807	0.83408	1.59327	0	0	0	0	0	0	0	0	0	0	0.01394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04834	0	0	0	0.0038	0	0.98466	0	0.05227	0.33272	0	2.57109	0.75562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16678	0	0	0.04806	0	0.00414	0	0	0	0	2.88413	0	0	0	0.19185	0	0	0	0	0	0.01877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02523	0.10235	0	0	0	0	0	0.01072
P1E7	0	0	0.0005	0	0	0	0	21.73843	29.15465	6.24927	0	0	0	0	0.0041	0	0	0	1.16198	3.33908	0.0431	0	0.1385	4.40408	0.0055	0	0.00181	0.00386	0.41086	0	0	0.00743	0.04911	0.05992	4.72897	0.83099	1.71838	0.04533	0.5749	0	0	0.27072	0	0.0519	0	2.90716	0.1035	0	1.26694	0	0	0.02161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37839	0	0.62295	0.07887	0.01664	0	1.62612	0	0	0.07079	0	0.16867	0	0	0	0	0.02835	0.01883	0	0	0.66459	2.3714	0	0	0.00305	0.01209	0	0	0	0	0	0.27129	0	0	0.00524	0	0.35631	0.00814	1.51746	0	1.72538	0.9201	0.69446	0	0	0	0	0	0	0	0	0	0	0.0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11778	0.00652	0	0	0.00319	0	1.36257	0	0.07129	0.49069	0	2.46812	0.64475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11766	0	0	0.05957	0.00572	0.00396	0	0	0	0.00015	3.4384	0	0	0.00812	0.18181	0	0	0	0	0	0.01803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205	0.08935	0	0	0	0	0	0.00435
P1E90	0	0.00173	0.00172	0	0	0	0	8.35186	33.72571	6.00442	0	0	0	0	0.0039	0	0	0	1.98465	7.9577	0.18704	0.00207	0.14146	6.17456	0.04343	0	0.01319	0.02319	0.13481	0	0.00065	0.0051	0.07696	0.45291	3.96028	1.24848	1.29948	1.55316	2.3672	0	0	0.20811	0	0.30079	0.00016	0.57674	0.78061	0	1.32582	0	0	0.11762	0	0	0	0	0	0.01446	0	0	0	0	0	0	0	0	0.00079	0	0.01655	0.03308	0	0	0.09976	0	0	0	0	0.44832	0	0	0	0	0.10359	1.13257	0	0	0.64634	1.88655	0.00354	0.04764	0.11877	0	0	0	0	0	0	0.10268	0	0.03294	0.62689	0.01606	0.05082	1.18161	0.26653	0	0.85282	2.2034	0.18064	0	0	0	0	0	0	0	0	0	0.07785	0.05094	0	0	0	0	0	0	0	0	0.00401	0	0	0	0	0	0.64338	0.08668	0	0	0.00909	0	1.62104	0	0.18462	0.13206	0	1.99292	0.20499	0	0	0	0	0	0	0	0	0	0.00114	0	0	0	0	0.00033	0	0	0	0	0	0	0.0544	0	0	0.13434	0.66675	0	0	0	0	0.00221	4.59893	0	0	0.05363	0.08273	0	0	0	0	0	0.01441	0.00029	0	0	0	0	0	0	0	0	0	0	0	0.00233	0	0.05177	0.04471	0	0	0	0.03055	0.0055	0
P20E0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0.00078	0.00535	0	0.00041	0	0.00027	0	0	0	0	51.34517	0.02263	0	0.00189	0	1.09418	0	0	0	0.00298	7.00E-05	0	0.95512	19.72921	0	0.17362	0	0.31077	0	0	0	0	0.07887	0	0	1.24251	0	0.01234	0.01051	0	0	0	0	0	0.00097	0	0	0	0	0	0	0	0	0.06922	0	0.18194	0	0.00277	0	0.51161	0	0	0.00551	0.06055	0.37139	0	0	0	0.00013	0.01532	0.14289	0	0	0.06418	0	11.22784	0.01607	0.01571	0	0	0	0	0	0	0.36038	0	0	0	0.0223	0	0.88774	0.00433	0	0.29883	4.27755	0.08143	0	0	0	0	0	0.00018	0.00017	0	0	0	0.18682	0	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57313	0.85892	0	0	0	0	0	0.00122	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0.01066	0	0	0.08629	0.74762	0	0	0	0	0	0	0.10155	0.03441	0.02533	0.52895	0.00046	0	0	0	0	0	0	0	0	0	0	0	0.00091	0	0	0.02047	0.01532	0.00084	0.02044	0	0.00165	0	0	0.02177	0.0208	0.42475	0.69553	0
P20E7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02299	0	0	0	0	0	0	0	0	0	22.08805	0.01164	0	0.00275	0	0.25189	0	0	0	0.00235	0	0	0.23171	0.68982	0	0	0	0	0	0	0	0	0	0	0	2.94013	0	0.08888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	1.74571	0	13.82942	0	0	0	0.16367	0	0	1.12402	1.96443	0	0	0	0	0.20884	0	0	0	0	0.14665	0	0	0	0	0	0	0.05371	0.02041	0	0	3.29516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.00146	0.00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.35525	13.86787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00787	0	0	0	0	0	0	0	0	0	0	0.28785	0	0	1.46982	0.00968	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0	0	0	0.10768	0	0	0	0	0	0	0	0	0
P20E90	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0.0008	0.4456	0	0	0	0.00029	0	6.00E-05	0	0	75.80928	0.02176	0.00014	0.00291	0	0.89495	0	0	0.00022	0.00755	0	0	0.49818	9.71295	0.00021	0	0	0	0	0	0	0	0	0	0	0.57628	0	0.01798	0.00478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12318	0	0.09905	0.00043	0.01265	0	0.5675	0	0	0.00199	0.55057	0.26688	0	0	0	0.00365	0	0.05601	0	0	0.03154	0	4.36888	0	0	0	0	0	0	0	0	0.50523	0	0	0	0.02948	0	0	0	0.08818	0.00701	0.32606	0.11947	0	0	0	0	0	0	0.00056	0	0	0.00207	0.07577	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75906	1.02472	0	0.00079	0	0	0	0.00067	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0.00688	0	0	0	0.49637	0	0	0	0	0	0	0.01897	0	0.00315	0.10304	0	0	0	0	0	0	0.00016	0	0	0	0	0	0.0009	0	0	0.01968	0.00661	0	0.25942	0	0	0	0	0.01426	0.00376	0.0374	0	0
P21E0	0	0	0.0004	0	0	0	0	12.87683	3.85821	1.86046	0	0	0	0	0.18457	0	0	0	0	0	0	0	0.0002	0.23678	0.37157	0.01511	0.00343	0	1.63205	0	0	0	37.33382	0	0	0.2781	2.44599	0.6135	0	0	0	0	0	0	0	0.06909	0	0	1.06557	0.00016	0.02288	0.02822	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	0.05274	0	0.59375	0.31719	0.01068	0	0.10741	0.00636	0.00012	8.00E-05	0.02042	1.20007	0	0	0	0.00691	0.04459	0.17642	0	0	0.14834	0	16.28474	0.02615	0.03493	0.05757	0	0	0	0	0	1.77434	0	0	0.08013	0.04246	0	0.53792	4.47518	0.17691	0.30192	0.28825	0.0733	0	0	0	0	0.08398	0	0	0	0	0	0.69276	0	0	0	0	0	0	0	0	0	0	0	0.03481	0	0	0	0	0	0	0.00076	0	0.27578	0	0.23081	0	0	3.26503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00936	0	0	0	0	0	0	0.00017	0	0	1.18558	0.03123	0	0.04828	4.36195	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0.01504	0.00709	0	0.00728	0	0.01206	0	0	0	0	0	0.00042	0
