	GH1	GH10	GH101	GH102	GH103	GH104	GH105	GH106	GH108	GH109	GH11	GH110	GH111	GH112	GH113	GH114	GH115	GH116	GH117	GH12	GH120	GH121	GH123	GH125	GH13	GH15	GH16	GH17	GH18	GH19	GH2	GH20	GH23	GH24	GH25	GH26	GH27	GH28	GH29	GH3	GH30	GH31	GH32	GH33	GH35	GH36	GH37	GH38	GH39	GH4	GH42	GH43	GH44	GH45	GH46	GH47	GH48	GH5	GH50	GH51	GH53	GH55	GH57	GH58	GH59	GH6	GH63	GH64	GH65	GH66	GH67	GH68	GH7	GH70	GH73	GH74	GH76	GH77	GH78	GH8	GH81	GH84	GH85	GH87	GH88	GH89	GH9	GH91	GH92	GH93	GH94	GH95	GH97	GH98	GH99	PL1	PL10	PL11	PL12	PL13	PL15	PL21	PL22	PL3	PL7	PL8	PL9	Number
P1E0	0.121931792	0.136637133	0.085168437	0.003676335	0.00245089	0	1.400683798	0.476085438	0	1.73951938	0.08578116	0.846169871	0	0.253667145	0.034312464	0	0.808793794	0	0.010416284	0	0.041052412	0.125608127	1.356567773	0.45280198	6.878423587	0.116417289	0.925211083	0	3.070965528	0	14.69431271	7.198877492	1.358405941	0.459541929	0.311263066	0.354766369	0.681347499	1.20093624	3.499871328	4.757178045	0.680122054	4.600321067	0.700954622	1.303873632	2.357143732	3.55991814	0.003676335	0.401333284	0.00245089	0.028797961	0.280626938	4.415891573	0.075977599	0	0	0	0.080879379	0.740781589	0.090070218	1.481563178	0.030636129	0	1.033050256	0	0.103550115	0	0.465056432	0	0.607820791	0.085168437	0.100486502	0	0	0	0.703405512	0.253054422	0.333933801	1.516488364	2.347952894	0.04534147	0	1.374336728	0.005514503	0	0.599855397	1.219317917	0.564930211	0.037376077	5.302501134	0.02144529	0.593115449	2.330183939	2.643897896	0.055757754	0.006127226	0.570444714	0.063110425	0.458929206	0.250603532	0.096197444	0.433194858	0.181978604	0	0	0	0.701567344	0.0189944	80
P1E7	0.105951018	0.139022433	0.069205	0.001224867	0.002449735	0	1.488213715	0.453200884	0	1.682967608	0.060630929	0.816986459	0	0.177605752	0.01347354	0	1.10421783	0	0.018373009	0	0.039195752	0.107175885	1.43676929	0.416454867	6.417079549	0.136572699	0.914975839	0	2.618153758	0	15.36840945	7.57886614	1.22915429	0.340513097	0.235174513	0.279882168	0.607534158	1.184446636	3.634793579	4.628773357	0.671227256	4.881708445	0.592223318	1.254876503	2.403189554	3.65684119	0.002449735	0.33928823	0.008574071	0.023884911	0.247423186	4.356852826	0.04899469	0	0	0	0.058181195	0.647954778	0.109013186	1.320406901	0.018985442	0	1.047873937	0	0.074716903	0	0.385220752	0	0.58916115	0.085740708	0.088190442	0	0	0	0.660815884	0.161070044	0.333163893	1.550069511	2.210885395	0.03552115	0	1.499849954	0.003674602	0	0.674901858	1.3877746	0.409718097	0.041645487	5.518026984	0.01347354	0.501583141	2.537924952	2.705119333	0.037358451	0.007961637	0.521181017	0.071654734	0.395632123	0.366235309	0.090027743	0.537104291	0.21435177	0	0	0	0.741044689	0.023272478	80
P1E90	0.211453067	0.137764877	0.017941472	0.014737638	0.003203834	0	1.193748678	0.900277452	0	1.173244139	0.016019172	0.415857698	0.001281534	0.227472239	0.024989908	0	2.331750639	0	0.000640767	0	0.043572147	0.016019172	0.754182606	0.944490366	7.324606089	0.067921288	0.879772912	0	1.969717358	0.000640767	12.77945445	5.761134926	1.443006991	0.838763833	0.440847606	0.259510582	0.329994938	1.243728494	2.404157295	5.470226767	0.56707868	3.557537661	0.82082236	0.923985826	1.405842512	3.471674901	0.001922301	0.34793641	0.025630675	0.055105951	0.227472239	4.747441738	0.016019172	0	0	0	0.012174571	1.09314828	0.449818343	1.477608402	0.092911196	0	0.918859691	0	0.024349141	0	0.393430858	0	1.055983801	0.217860736	0.481215919	0.000640767	0	0	1.064313771	0.044212914	1.195670979	1.530792052	2.403516529	0.04293138	0	0.535681103	0.004485368	0	1.516695181	1.189904077	0.196715429	0.383178588	6.258370017	0.007689202	0.524788066	2.126064474	3.198067447	0.019223006	0.008329969	0.929752728	0.138405644	0.181977791	0.75738644	0.183900092	1.527588218	0.351140245	0	0	0.000640767	1.312290549	0.028834509	80
P20E0	0.232541095	0.362893938	0.000104701	0.001675217	0.00094231	0.000104701	2.315150246	2.457334311	0	1.75238195	0	0.746937493	0.000104701	0.130876348	0.033504345	0	3.250026175	0	0	0	0.004083342	0.00198932	0.538163543	0.357135378	3.002512826	0.33305413	0.201549576	0	0.468118522	0	16.59962308	5.025023558	1.142079363	0.288032667	0.311904513	0.003664538	0.445188985	4.200397864	3.361114019	4.534708407	1.406449586	3.246256936	0.996230761	0.511883572	0.73688619	1.230237671	0.002094022	0.111192545	0.005653858	0.061040729	0.568422155	6.963878128	0	0	0	0	0	0.303319024	0.085226678	2.215684222	0.044916763	0	0.445293687	0.000104701	0.000104701	0	1.092451052	0	0.361951628	0.147209716	0.349701602	0.000104701	0	0.00198932	0.258192859	0.00094231	0.534289603	1.222280389	2.467699717	0.009632499	0	0.447806512	0.001779918	0	1.223222699	0.982410219	0.014239347	0.000104701	6.08344676	0.022196629	0.157784525	2.221652183	4.628834677	0	0.009946602	1.038006491	0.40194744	1.312218616	0.39995812	0.115171186	0.577949953	1.484975395	0	0	0	0.569050361	0.02429065	68
P20E7	0.071593912	0.236613062	0	0.03595748	0.029536502	0.003531538	1.741369402	1.647944163	0.002247343	1.079366506	0	1.69096472	0	0.004815734	0.007384125	0	4.036227161	0	0	0	0	0	0.566651363	0.68479737	2.238032098	0.150571949	0.845000787	0	0.743549324	0	16.70160749	3.953396537	1.325932085	1.162518179	0.245602432	0.003531538	0.414795219	4.670940898	2.476571454	5.13581975	1.952619599	3.004054848	0.886737148	0.3753062	0.73873359	1.186596849	0.054257269	0.251060264	0	0.06003615	0.369206271	5.59235133	0	0	0	0	0	0.46263151	0.084435869	1.886483519	0.03306804	0	0.698602474	0.001605245	0	0	1.183065311	0	1.728527445	0.227623692	0.068062373	0	0	0	0.785606734	0	0.743870373	1.209070274	2.255047692	0.018620838	0	0.302107044	0	0	1.176965381	0.911457915	0.075767548	0.000321049	6.681028256	0.072557058	0.000321049	1.665280805	3.547269639	0	0.028573355	0.868758407	0.242391943	0.686081566	1.029924971	0.540325351	1.275527403	1.389499774	0	0	0	1.104087274	0.046552095	68
P20E90	0.036949933	0.742743582	0.000124831	0.005367727	0.003495264	0	2.14971214	2.052219243	0.000374493	1.539289263	0	0.572349466	0.000249662	0.046062585	0.000374493	0	5.829351229	0	0	0	0.003370433	0	0.469364012	0.47935048	2.616954027	0.253156972	0.3507747	0	0.512680318	0	15.10540717	4.433492618	1.050576469	0.526411712	0.255279097	0.001872463	0.413190127	3.948150256	2.784726695	4.563691198	1.385872143	3.027522707	0.909642435	0.493081874	0.724767939	1.093393452	0.009112652	0.165650544	0.002496617	0.012857578	0.465369424	6.513923633	0	0	0	0	0	0.408446555	0.110849799	2.035866401	0.016727334	0	0.54800745	0	0	0	0.895536548	0	0.477478017	0.197482411	0.280494929	0.000249662	0	0.001123478	0.37112213	0	0.731134313	1.106001368	2.306000369	0.002246955	0	0.380484444	0.000124831	0	1.283261181	1.04346111	0.022095061	0.000748985	6.335790005	0.037698918	0.028711096	1.97282682	4.26135087	0	0.018474966	1.116237498	0.355643104	1.174408676	0.787557859	0.302090667	0.862581202	3.413250046	0	0	0	0.837739862	0.034453316	67
P21E0	0.083714919	2.021117318	0.002529846	0.016099023	0.011499302	0.00229986	1.428903266	0.998369399	0.000229986	1.450751939	0	0.662359795	0.000459972	0.119592741	0.00114993	0	1.445922233	0	0	0	0.005289679	0.003909763	0.69225798	0.533797598	5.099940434	0.129712126	0.571515309	0	0.962491577	0	12.80240289	6.091410251	1.25963354	0.432603741	0.243785202	0.393966086	0.547596761	2.015367667	2.62966038	4.793829015	0.572205267	3.360326028	0.593593969	0.806791028	1.148090311	2.571703898	0.028058297	0.148570982	0.031738073	0.037027752	0.306801377	4.005206884	0	0	0	0	0	1.553555699	0.255744476	1.442932414	0.037947697	0	0.914194508	0	0.146731093	0	1.213636332	0	1.146250423	0.142591345	0.053816733	0	0	0.000229986	0.569215449	0.144201247	0.564845714	1.619331707	1.879215932	0.015639051	0	0.643270953	0.001379916	0	1.069205099	1.511468254	0.03311799	0.000229986	4.833386613	0	0.302431642	2.174977979	3.244413064	0	0	0.460202066	0.183988832	0.66787946	2.475339747	1.398775094	0.525518101	4.432980918	0	0	0	2.859646419	0.018398883	72
P21E7	0.048001286	0.683331078	0.00010573	0.000634378	0.00010573	0	1.652132357	1.454629269	0.000317189	1.17560858	0	0.476418047	0	0.104672407	0	0	3.051253531	0	0	0	0.000211459	0	0.648440275	0.800796779	3.569752	0.177520173	0.439306921	0	0.645162655	0	14.52620405	5.399087341	0.955902255	0.239054861	0.220023514	0.36455602	0.35007105	2.944043611	2.300043984	6.508191937	0.84319439	3.317375197	0.982440411	0.687771725	0.900711349	2.261558371	0.000528649	0.195388493	0	0.003383351	0.409385414	5.269145535	0	0	0	0	0	1.606985773	0.561424729	1.907152403	0	0	0.532031871	0	0.120849052	0	0.691789454	0	0.470497183	0.324061543	0.141254885	0	0	0	0.47536075	0.122012079	1.103500922	1.340335459	2.79813662	0.00010573	0	0.380309746	0	0	1.165775718	1.747606279	0.011524538	0	7.588643784	0	0.199723411	2.110259165	3.650423765	0	0	0.712089557	0.252376804	1.012150458	0.971655981	0.493440529	0.511520309	1.269602287	0	0	0	1.707111803	0.021886049	64
P21E90	0.24987032	0.12234157	0.000885616	0.129299984	0.088688149	0.013031212	1.850432054	0.176111132	0.000126517	2.262496679	0.000126517	1.315519794	0.000506066	0.102351944	0	0	0.398906896	0	0	0	0.00037955	0.000885616	1.599296568	0.220012399	6.715122531	0.083627484	1.685580901	0	2.59725965	0.002656849	15.41870675	13.13432269	1.160157387	0.164471603	0.145367594	0.142837262	1.207601118	0.467099354	4.432762743	3.063346871	0.272896345	5.370124366	0.290229122	2.235042573	3.02260852	5.35835832	0.201540972	0.239622474	0.00037955	0.19825154	0.065915158	1.968598575	0	0	0	0	0	0.269733429	0.054149112	0.455206791	0.000126517	0	0.920914462	0.019357043	0.014296378	0	1.193178224	0	0.431042117	0.031123088	0.010374363	0.000253033	0	0.001771233	0.335648587	0.018850976	0.214445667	1.753393808	1.022633823	0.041877001	0	1.860047317	0.000253033	0	0.296807986	3.083083463	0.00936223	0.000253033	2.699358561	0	0.042003517	3.568780759	1.525031313	0	0	0.093242747	0.03403297	0.120949887	0.222416214	0.130059083	0.129553017	0.24987032	0	0	0	0.498728508	0.002530332	70
P2E0	0.283183587	0.240078571	0.000363755	0.002000655	0.001455022	0	1.700556546	1.487941508	0	0.890291368	0.000181878	0.303008257	0.000181878	0.32337856	0.008912008	0	2.368957113	0	0	0	0.034920519	0	0.456876796	0.765523262	4.286857517	0.103306537	0.41377178	0	0.786439198	0.001273144	16.20712233	4.639154632	1.018151395	0.432505184	0.390491434	0.130406315	0.448874177	3.052271653	2.067040122	6.951002146	0.920483067	3.451856971	1.22621949	0.577279837	1.118366011	2.37241279	0	0.522898403	0.080935579	0.054927067	0.403040995	5.883380015	0	0	0	0	0	0.495616747	0.317922229	2.181259321	0.111309156	0	0.438143392	0	0	0	0.498890546	0	0.267542105	0.370121131	0.15459605	0.000727511	0	0.002910043	0.254992543	0.017278382	1.340256811	1.274780837	2.923502237	0.019642792	0	0.28300171	0.01746026	0	1.030882834	1.293332363	0.02218908	0.062747808	8.829435088	0.082026845	0.327016114	1.804226838	3.558255429	0	0.093667018	0.877014296	0.268451493	0.751700557	0.402313484	0.12840566	0.661307337	0.03564803	0	0	0	1.24840857	0.132225092	73
P2E7	0.228331354	0.219586749	0	0.000971623	0.000388649	0	1.514954246	1.427313871	0	0.741542509	0	0.248346784	0.000194325	0.223278916	0.006024061	0	2.482884865	0	0	0	0.017877859	0	0.484062471	0.863578331	3.523104218	0.058686016	0.410996438	0	0.858137244	0.001360272	16.18237748	4.869967723	0.910993523	0.35308772	0.314805782	0.108433103	0.49552762	2.822175541	1.937027184	7.39774156	0.889423497	3.629982725	1.3159659	0.57481204	1.191792508	2.441299409	0	0.598519636	0.050135736	0.073260358	0.348618255	5.563317742	0	0	0	0	0	0.451415946	0.376212342	2.174103144	0.085502805	0	0.405166701	0	0	0	0.362609623	0	0.212202416	0.465212989	0.123007445	0.000194325	0	0.001943246	0.197239425	0.010299202	1.464624186	1.166918965	2.914091057	0.011853798	0	0.293430081	0.014380017	0	1.110564843	1.418957915	0.013408394	0.042557078	9.58020066	0.106489857	0.238241907	1.826067862	3.540982077	0	0.090749568	0.893892962	0.240573802	0.6797473	0.492224103	0.147880988	0.741348185	0.042168429	0	0	0	1.491052326	0.16886804	73
P2E90	0.080781089	0.245417979	0	0.01257837	0.004472309	0.000279519	2.1550941	1.910794198	0.000279519	1.364054372	0	0.608234081	0.000559039	0.275885587	0.00419279	0	1.682147379	0	0	0	0.010901254	0	0.547578384	0.463443063	5.748594717	0.281755493	0.614942545	0	0.753584137	0.002795193	17.4864503	5.147628139	1.503255003	0.681468147	0.738490092	0.110689658	0.507327599	3.504054428	3.080023591	5.032466171	1.279080493	2.769198087	1.034780591	0.5492555	0.940023536	2.048038194	0.003633751	0.25771683	0.012298851	0.014814525	0.457014119	6.377233709	0	0	0	0	0	0.354430521	0.123547548	2.178014686	0.019007315	0	0.682865744	0	0	0	1.032823956	0.000279519	0.574971279	0.110689658	0.379587262	0.000838558	0	0.002515674	0.362257063	0.004472309	0.600966578	1.598291578	2.316656278	0.008106061	0	0.473505759	0.010342216	0	0.805854253	0.73513586	0.04667973	0.081619647	6.741726926	0.019286834	0.158207946	2.033503188	3.859043988	0	0.03801463	0.619414854	0.385457168	1.005990099	0.213552775	0.061494254	0.389370439	0.073513586	0	0	0	0.673921125	0.065407525	72
P3E0	0.31432683	0.077606748	0	0.001559935	0.000779967	0	1.389901763	1.130562629	0	0.553776797	0	0.368534558	0	0.315106797	0.028858791	0	3.101150062	0	0.046798039	0	0.003509853	0	0.495669231	0.703920506	4.604147086	0.051867827	0.520628186	0	0.926991159	0.000779967	14.38142742	4.646265321	2.029084981	0.555336731	0.421182352	0.119724984	0.196941748	2.32196271	2.1503699	8.101520546	0.778407385	2.40619918	1.073625015	0.753838414	0.659072385	2.472106419	0	0.249589542	0.001169951	0.093986062	0.235160147	4.94343287	0	0	0	0	0	1.775205619	0.50931866	1.565784394	0.01598933	0	0.594335097	0	0.013259444	0	0.324856389	0	0.85991397	0.364634722	0.287417957	0.000779967	0	0.002729886	1.644561093	0.009359608	1.065435358	2.013485635	2.620690193	0.006629722	0	0.140784101	0.000389984	0	1.277196485	0.75227848	0.028468807	0.537397483	7.222107394	0	0.488259542	1.976047204	3.171737104	0	0.101005768	1.058805636	0.136884265	0.691441029	0.600574836	0.287807941	0.925431224	0.501129003	0	0	0	1.45034923	0.213711046	71
P3E7	0.154712864	0.03627651	0	0.00157724	0.001290469	0	0.877662129	0.841959161	0	0.558486194	0	0.416247862	0	0.147256822	0.010897292	0	3.455014977	0	0.005592031	0	0.000143385	0	0.810127599	1.037967024	3.117198937	0.10352427	0.502422497	0	0.970719264	0.000143385	13.67481048	5.655981108	1.416217751	0.450373591	0.241317655	0.424707601	0.275013227	1.37621322	1.544117542	7.809630051	1.102490461	3.274779509	1.241861085	0.860886036	0.988499056	2.59384217	0.000143385	0.489517809	0.007742812	0.036993437	0.082016458	5.104377413	0	0	0	0	0	1.237559523	0.51919859	2.176447225	0	0	0.519628746	0	0.060508645	0	0.3637688	0	0.675058537	0.428292237	0.346705935	0	0	0	0.719221245	0.083163541	1.30208296	1.178628117	3.595819455	0.000716927	0	0.311002967	0	0	1.321726762	0.985201191	0.026096146	0.217802446	10.1382092	0	0.328782758	2.409591911	2.831718575	0.000286771	0.044306093	1.154682753	0.176507447	0.248917082	0.472454945	0.258380519	1.604482802	0.093774062	0	0	0	1.549422802	0.112127395	70
P3E90	0.346715449	0.33020519	0	0.006604104	0.000990616	0.000330205	1.217466534	0.907403861	0	0.685175768	0.00066041	0.448748853	0.00066041	0.222228093	0.056134882	0	3.715798997	0	0.032360109	0	0.00066041	0	0.417709565	0.833107693	5.206015018	0.076937809	1.05434517	0	0.617483704	0.003962462	12.98003579	3.769622443	2.159541939	1.043448399	0.512148249	0.534271997	0.404171152	1.717397191	2.23020585	7.357301827	0.468561164	2.627772898	0.858203288	0.546159383	0.683524742	2.554797551	0	0.291901388	0.02674662	0.091797043	0.210340706	4.960342357	0	0	0	0	0	2.249357751	0.302798159	1.29869701	0.03566216	0	0.755509474	0	0.189867984	0	0.634324169	0	1.931370153	0.220577067	0.142318437	0	0	0.00066041	1.681404825	0.260201689	0.74956578	2.144682706	2.223271541	0.011557182	0	0.152885003	0.020802927	0	1.389173232	0.609228575	0.169395262	0.378415147	6.026574914	0	0.849948158	1.807873413	3.050105335	0.000330205	0.060097344	0.84433467	0.112930175	0.551772872	0.871411495	0.548801025	1.020664241	1.668857028	0.000330205	0	0	1.299357421	0.105665661	74
P4E0	0.220335182	0.232521863	0.016086418	0.004387205	0.001462402	0	2.29085219	1.93695099	0	1.27107077	0	0.364625479	0.001949869	0.242514941	0.068976611	0	0.907420226	0	0.047771787	0	0.01754882	0.021448558	0.459437853	0.399966852	3.100047772	0.133322284	0.18840608	0	0.81382652	0	14.80974154	4.012830137	1.231098459	0.141609227	0.317828626	0.200349027	0.274444044	3.175605191	2.930896647	11.85105927	1.535278003	3.45784871	0.945198935	0.39777325	0.880122062	2.165329382	0.000487467	0.059958468	0.012430414	0.023154693	0.559612366	6.118932252	0	0	0	0	0	3.073237075	0.244708543	2.409306724	0.085550497	0	0.501603767	0	0	0	1.161390646	0	0.177194334	0.173050862	0.083356894	0.000487467	0	0.002437336	0.276637646	0.00268107	0.36876895	1.277407844	1.932563785	0.019498689	0	0.241540006	0.009505611	0	0.671486093	0.815776389	0.003412271	0.111629993	6.699018241	0	1.177964532	3.085667489	3.8029755	0	0	0.888409004	0.306129413	0.845755623	0.227159724	0.073363816	0.573992649	0	0	0	0	0.430677287	0.038997377	71
P4E7	0.044467696	0.054198274	0.000523149	0.010358357	0.007010201	0	2.668689511	2.556421658	0	1.680355742	0	0.527334554	0	0.023437091	0.003452786	0	1.646037144	0	0.00010463	0	0.00020926	0.000418519	0.635940361	0.302798849	2.164478159	0.181428198	0.200889354	0	0.85702328	0	16.86738164	4.999947685	1.310907664	0.102432645	0.295474758	0.00031389	0.338896155	3.74690034	3.862097829	6.878577034	1.885221031	3.523515564	0.959246665	0.576719854	1.124666492	1.754642951	0.023018572	0.027099137	0	0.029714884	0.57159299	7.031441276	0	0	0	0	0	0.941982736	0.207899555	2.621187549	0	0	0.421972273	0.00020926	0	0.000941669	1.564844363	0	0.022809312	0.153701282	0.04896678	0	0	0.00020926	0.581428198	0	0.459639027	1.242793618	2.182788386	0.014334292	0	0.321946116	0	0	0.574104107	1.039393147	0.001778708	0.000523149	7.231388962	0	0.213549568	3.72220769	3.635260267	0	0	1.121841486	0.354695265	0.783887	0.095527073	0.036201936	0.127439184	0	0.003138896	0	0	0.369134188	0.020193565	64
P4E90	0.016570586	0.753854973	0.002986973	0.003200328	0.001849078	0.000284474	2.110651686	1.873542962	0	0.934851284	0	0.314414418	0.000213355	0.028945186	0.000213355	0	2.286740829	0	0.145721589	0	0.000782302	0.004622696	0.483107248	0.730883731	2.042875857	0.142734616	0.333687503	0	0.93371339	0	15.38717565	4.775813488	0.953697659	0.279424169	0.271174435	0.495197375	0.274801473	3.388080273	2.665872985	5.801198487	1.33837705	3.699792192	0.772630228	0.463265216	0.797663903	3.017837915	0.004338222	0.09828562	0.004267104	0.007609668	0.52065776	6.136806187	0	7.11E-05	0	0	0	0.367682095	0.561906428	2.326353774	0.037337157	0	0.413126749	0.000782302	0	0	0.706561241	0	0.520799997	0.362703808	0.063153134	7.11E-05	0	7.11E-05	0.462625151	0	0.844886516	1.001489219	2.474280033	0.012516837	0	0.250621219	7.11E-05	0	1.356370003	1.184547964	0.016214994	0.286038179	8.719755125	0	0.069340434	3.100690844	3.302809319	0	0	0.999711259	0.358650059	1.321806464	0.662538955	0.181138549	1.36582875	0.95497779	0.001920197	0	0	0.992457183	0.042386563	67
P5E0	0.029670431	0.029589142	0.003251554	0.000325155	0.000162578	0	2.109039239	2.554908587	0.000406444	1.124793831	0	0.538538638	0.000325155	0.052919042	0	0	1.451168568	0	0.050805532	0	0.008128885	0.001056755	0.685996614	0.509924962	2.906564156	0.264026188	0.148514731	0	0.656813916	0	15.83092244	5.672010867	1.028141387	0.056658329	0.256547614	0.20655497	0.278414315	3.202049129	3.015328639	6.11820537	1.152350752	3.265047989	0.972377236	0.636654281	0.915962773	2.981512477	0.000406444	0.266871298	0.013331372	0.007885019	0.595603411	6.76550849	0	0	0	0	0	0.502202521	0.411402875	2.261537123	0.05161842	0	0.378724757	0	0	0	0.90133078	0	0.211594879	0.199320263	0.400022436	8.13E-05	0	0.000487733	0.322960605	0	0.713309667	1.122924188	3.153438396	0.008454041	0	0.407744877	0.000325155	0	0.98619634	0.911817042	0.000406444	8.13E-05	8.012398176	0	0.101936219	3.19562731	3.968846861	0	0.08063854	1.156659061	0.350517525	1.332730712	0.261587522	0.091206091	1.011883617	0	0.000162578	0	0	0.710871002	0.009998529	67
P5E7	0.003299173	0.048662804	0	0	0	0	1.687880546	1.933492204	0.000176741	1.073821945	0	0.738896957	5.89E-05	0.012254072	0	0	1.203903629	0	0.050194563	0	0	0.000117828	1.007838482	0.717923642	2.92854639	0.259750971	0.172263969	0	0.568282574	0	14.454738	5.726421958	1.070110375	0.062802117	0.175504229	0.279487096	0.19518144	2.650944536	2.4570592	7.407998727	1.127197853	3.400563805	1.007308258	0.756688926	1.053378854	2.949637533	0	0.562980332	5.89E-05	0.00047131	0.384883896	6.843486637	0	0	0	0	0	0.483918004	0.371392634	2.455704182	0.000706966	0	0.346531008	0	0	0	0.843881359	0	0.19565275	0.198186044	0.510959441	0	0	0	0.523095685	0	0.774716551	1.014908139	4.51138362	0.000117828	0	0.520091081	5.89E-05	0.000117828	0.875105677	0.771770861	0.000176741	0	9.736213433	0	0.009720778	2.674156575	3.513442658	0	0.074702706	0.870804969	0.241193122	1.205729957	0.177330557	0.078649931	0.899731648	0	0	0	0	0.680336633	0.012430813	61
P5E90	0.057238418	0.07872466	0.000989881	0.038721819	0.019331795	0	2.618817756	2.526758815	0.000116457	1.741259059	0	0.923966651	0	0.009491213	0.000815196	0	1.615544161	0	0.019448252	0	0.001281023	0.000116457	0.699321873	0.214454826	2.789135531	0.3574053	0.232738512	0	0.535001613	5.82E-05	16.84637861	5.766756067	1.441732688	0.058344756	0.34680775	0.086294339	0.448357904	3.710656594	3.898151717	5.042745394	1.745160355	3.165989083	0.943647817	0.669567212	0.994597578	1.946921412	0.037033198	0.142368192	0.003959524	0.052114328	0.603186951	7.353418991	0	0	0	0	0	0.198092674	0.133342805	2.213607022	0.016012782	0	0.418777928	0	0	0	1.415238812	0	0.097998228	0.08489686	0.392808106	0	0	5.82E-05	0.373359854	0	0.323691115	1.072041216	2.745056709	0.023233091	0	0.583272873	0.000116457	0	0.800813799	0.81822406	0.004192438	0.07086384	7.063325604	0	0.020729275	3.084702378	4.294395293	0	0.029521748	0.951333952	0.431064099	1.145641786	0.070630927	0.035053436	0.342848226	0	0.01129629	0	0	0.300283339	0.040526896	70
